AC,AUX1,CmpId,DI4,DirectionFrom,DirectionTo,DispatchDateTime,Distance,ETAOldTime,ETAOldTime1,ETARouteName,ETATime,ETATime1,Ignition,LastNCSentDate,LastTrackdt,Odometer,PrevTrackDt,RouteNo,Speed,VehId,VehNo,WaybillNo,_id,avgspeed,idx_Trackid_pk,location.coordinates,location.type,routeflag,token
false,true,1,false,वृंदावन सोसायटी,ठाणे स्थानक (प),2022-09-19T23:08:25.000Z,0.1,8.913969061610631,4.226101186743449,वृंदावन सोसायटी - ठाणे स्थानक (प),8.910214329400066,4.22373664033721,false,2019-06-29T02:59:19.157Z,2022-09-20T00:38:02.000Z,55541.2,2022-09-19T21:04:59.000Z,0,0,104,MH04-EP-788,401077422,632ddda91f9e9190d53de3ee,15.75,174,"[73.031281,19.170492]",Point,true,1663621802188
false,true,1,false,वृंदावन सोसायटी,ठाणे स्थानक (प),2022-09-19T23:08:25.000Z,0.1,8.913969061610631,4.226101186743449,वृंदावन सोसायटी - ठाणे स्थानक (प),8.910214329400066,4.22373664033721,false,2019-06-29T02:59:19.157Z,2022-09-20T00:38:12.000Z,55541.2,2022-09-19T21:04:59.000Z,0,0,104,MH04-EP-788,401077422,632dddaa1f9e9190d53de420,15.75,174,"[73.031281,19.170492]",Point,true,1663621802188
false,true,1,false,वृंदावन सोसायटी,ठाणे स्थानक (प),2022-09-19T23:08:25.000Z,0.1,8.913969061610631,4.226101186743449,वृंदावन सोसायटी - ठाणे स्थानक (प),8.910214329400066,4.22373664033721,false,2019-06-29T02:59:19.157Z,2022-09-20T00:38:21.000Z,55541.2,2022-09-19T21:04:59.000Z,0,0,104,MH04-EP-788,401077422,632dddaa1f9e9190d53de436,15.75,174,"[73.031281,19.170492]",Point,true,1663621802188
false,true,1,false,वृंदावन सोसायटी,ठाणे स्थानक (प),2022-09-19T23:08:25.000Z,0.1,8.913969061610631,4.226101186743449,वृंदावन सोसायटी - ठाणे स्थानक (प),8.910214329400066,4.22373664033721,false,2019-06-29T02:59:19.157Z,2022-09-20T00:38:31.000Z,55541.2,2022-09-19T21:04:59.000Z,0,0,104,MH04-EP-788,401077422,632dddaa1f9e9190d53de4aa,15.75,174,"[73.031281,19.170492]",Point,true,1663621802188
false,true,1,false,वृंदावन सोसायटी,ठाणे स्थानक (प),2022-09-19T23:08:25.000Z,0.1,8.913969061610631,4.226101186743449,वृंदावन सोसायटी - ठाणे स्थानक (प),8.910214329400066,4.22373664033721,false,2019-06-29T02:59:19.157Z,2022-09-20T00:38:41.000Z,55541.2,2022-09-19T21:04:59.000Z,0,0,104,MH04-EP-788,401077422,632dddaa1f9e9190d53de4c3,15.75,174,"[73.031281,19.170492]",Point,true,1663621802188
false,true,1,false,वृंदावन सोसायटी,ठाणे स्थानक (प),2022-09-19T23:08:25.000Z,0.1,8.913969061610631,4.226101186743449,वृंदावन सोसायटी - ठाणे स्थानक (प),8.910214329400066,4.22373664033721,false,2019-06-29T02:59:19.157Z,2022-09-20T00:38:52.000Z,55541.2,2022-09-19T21:04:59.000Z,0,0,104,MH04-EP-788,401077422,632dddaa1f9e9190d53de4f9,15.75,174,"[73.031281,19.170492]",Point,true,1663621802188
false,true,1,false,वृंदावन सोसायटी,ठाणे स्थानक (प),2022-09-19T23:08:25.000Z,0.1,8.913969061610631,4.226101186743449,वृंदावन सोसायटी - ठाणे स्थानक (प),8.910214329400066,4.22373664033721,false,2019-06-29T02:59:19.157Z,2022-09-20T00:39:02.000Z,55541.2,2022-09-19T21:04:59.000Z,0,0,104,MH04-EP-788,401077422,632dddab1f9e9190d53de510,15.75,174,"[73.031281,19.170492]",Point,true,1663621802188
false,true,1,false,वृंदावन सोसायटी,ठाणे स्थानक (प),2022-09-19T23:08:25.000Z,0.1,8.913969061610631,4.226101186743449,वृंदावन सोसायटी - ठाणे स्थानक (प),8.910214329400066,4.22373664033721,false,2019-06-29T02:59:19.157Z,2022-09-20T00:39:11.000Z,55541.2,2022-09-19T21:04:59.000Z,0,0,104,MH04-EP-788,401077422,632dddab1f9e9190d53de528,15.75,174,"[73.031281,19.170492]",Point,true,1663621802188
false,true,1,false,वृंदावन सोसायटी,ठाणे स्थानक (प),2022-09-19T23:08:25.000Z,0.1,8.913969061610631,4.226101186743449,वृंदावन सोसायटी - ठाणे स्थानक (प),8.910214329400066,4.22373664033721,false,2019-06-29T02:59:19.157Z,2022-09-20T00:39:21.000Z,55541.2,2022-09-19T21:04:59.000Z,0,0,104,MH04-EP-788,401077422,632dddab1f9e9190d53de56d,15.75,174,"[73.031281,19.170492]",Point,true,1663621802188
false,true,1,false,वृंदावन सोसायटी,ठाणे स्थानक (प),2022-09-19T23:08:25.000Z,0.1,8.913969061610631,4.226101186743449,वृंदावन सोसायटी - ठाणे स्थानक (प),8.910214329400066,4.22373664033721,false,2019-06-29T02:59:19.157Z,2022-09-20T00:39:31.000Z,55541.2,2022-09-19T21:04:59.000Z,0,0,104,MH04-EP-788,401077422,632dddab1f9e9190d53de589,15.75,174,"[73.031281,19.170492]",Point,true,1663621802188
false,true,1,false,वृंदावन सोसायटी,ठाणे स्थानक (प),2022-09-19T23:08:25.000Z,0.1,8.913969061610631,4.226101186743449,वृंदावन सोसायटी - ठाणे स्थानक (प),8.910214329400066,4.22373664033721,false,2019-06-29T02:59:19.157Z,2022-09-20T00:39:42.000Z,55541.2,2022-09-19T21:04:59.000Z,0,0,104,MH04-EP-788,401077422,632dddab1f9e9190d53de59e,15.75,174,"[73.031281,19.170492]",Point,true,1663621802188
false,true,1,false,वृंदावन सोसायटी,ठाणे स्थानक (प),2022-09-19T23:08:25.000Z,0.1,8.913969061610631,4.226101186743449,वृंदावन सोसायटी - ठाणे स्थानक (प),8.910214329400066,4.22373664033721,false,2019-06-29T02:59:19.157Z,2022-09-20T00:39:52.000Z,55541.2,2022-09-19T21:04:59.000Z,0,0,104,MH04-EP-788,401077422,632dddab1f9e9190d53de5ea,15.75,174,"[73.031281,19.170492]",Point,true,1663621802188
false,true,1,false,वृंदावन सोसायटी,ठाणे स्थानक (प),2022-09-19T23:08:25.000Z,0.1,8.913969061610631,4.226101186743449,वृंदावन सोसायटी - ठाणे स्थानक (प),8.910214329400066,4.22373664033721,false,2019-06-29T02:59:19.157Z,2022-09-20T00:40:01.000Z,55541.2,2022-09-19T21:04:59.000Z,0,0,104,MH04-EP-788,401077422,632dddac1f9e9190d53de603,15.75,174,"[73.031281,19.170492]",Point,true,1663621802188
false,true,1,false,वृंदावन सोसायटी,ठाणे स्थानक (प),2022-09-19T23:08:25.000Z,0.1,8.913969061610631,4.226101186743449,वृंदावन सोसायटी - ठाणे स्थानक (प),8.910214329400066,4.22373664033721,false,2019-06-29T02:59:19.157Z,2022-09-20T00:40:11.000Z,55541.2,2022-09-19T21:04:59.000Z,0,0,104,MH04-EP-788,401077422,632dddac1f9e9190d53de64b,15.75,174,"[73.031281,19.170492]",Point,true,1663621802188
false,true,1,false,वृंदावन सोसायटी,ठाणे स्थानक (प),2022-09-19T23:08:25.000Z,0.1,8.913969061610631,4.226101186743449,वृंदावन सोसायटी - ठाणे स्थानक (प),8.910214329400066,4.22373664033721,false,2019-06-29T02:59:19.157Z,2022-09-20T00:40:21.000Z,55541.2,2022-09-19T21:04:59.000Z,0,0,104,MH04-EP-788,401077422,632dddac1f9e9190d53de664,15.75,174,"[73.031281,19.170492]",Point,true,1663621802188
false,true,1,false,वृंदावन सोसायटी,ठाणे स्थानक (प),2022-09-19T23:08:25.000Z,0.1,8.913969061610631,4.226101186743449,वृंदावन सोसायटी - ठाणे स्थानक (प),8.910214329400066,4.22373664033721,false,2019-06-29T02:59:19.157Z,2022-09-20T00:40:32.000Z,55541.2,2022-09-19T21:04:59.000Z,0,0,104,MH04-EP-788,401077422,632dddac1f9e9190d53de67a,15.75,174,"[73.031281,19.170492]",Point,true,1663621802188
false,true,1,false,वृंदावन सोसायटी,ठाणे स्थानक (प),2022-09-19T23:08:25.000Z,0.1,8.913969061610631,4.226101186743449,वृंदावन सोसायटी - ठाणे स्थानक (प),8.910214329400066,4.22373664033721,false,2019-06-29T02:59:19.157Z,2022-09-20T00:40:42.000Z,55541.2,2022-09-19T21:04:59.000Z,0,0,104,MH04-EP-788,401077422,632dddac1f9e9190d53de689,15.75,174,"[73.031281,19.170492]",Point,true,1663621802188
false,true,1,false,वृंदावन सोसायटी,ठाणे स्थानक (प),2022-09-19T23:08:25.000Z,0.1,8.913969061610631,4.226101186743449,वृंदावन सोसायटी - ठाणे स्थानक (प),8.910214329400066,4.22373664033721,false,2019-06-29T02:59:19.157Z,2022-09-20T00:40:52.000Z,55541.2,2022-09-19T21:04:59.000Z,0,0,104,MH04-EP-788,401077422,632dddac1f9e9190d53de6b9,15.75,174,"[73.031281,19.170492]",Point,true,1663621802188
false,true,1,false,वृंदावन सोसायटी,ठाणे स्थानक (प),2022-09-19T23:08:25.000Z,0.1,8.913969061610631,4.226101186743449,वृंदावन सोसायटी - ठाणे स्थानक (प),8.910214329400066,4.22373664033721,false,2019-06-29T02:59:19.157Z,2022-09-20T00:41:01.000Z,55541.2,2022-09-19T21:04:59.000Z,0,0,104,MH04-EP-788,401077422,632dddad1f9e9190d53de6e7,15.75,174,"[73.031281,19.170492]",Point,true,1663621802188
false,true,1,false,वृंदावन सोसायटी,ठाणे स्थानक (प),2022-09-19T23:08:25.000Z,0.1,8.913969061610631,4.226101186743449,वृंदावन सोसायटी - ठाणे स्थानक (प),8.910214329400066,4.22373664033721,false,2019-06-29T02:59:19.157Z,2022-09-20T00:41:11.000Z,55541.2,2022-09-19T21:04:59.000Z,0,0,104,MH04-EP-788,401077422,632dddad1f9e9190d53de75a,15.75,174,"[73.031281,19.170492]",Point,true,1663621802188
false,true,1,false,वृंदावन सोसायटी,ठाणे स्थानक (प),2022-09-19T23:08:25.000Z,0.1,8.913969061610631,4.226101186743449,वृंदावन सोसायटी - ठाणे स्थानक (प),8.910214329400066,4.22373664033721,false,2019-06-29T02:59:19.157Z,2022-09-20T00:41:21.000Z,55541.2,2022-09-19T21:04:59.000Z,0,0,104,MH04-EP-788,401077422,632dddad1f9e9190d53de770,15.75,174,"[73.031281,19.170492]",Point,true,1663621802188
false,true,1,false,वृंदावन सोसायटी,ठाणे स्थानक (प),2022-09-19T23:08:25.000Z,0.1,8.913969061610631,4.226101186743449,वृंदावन सोसायटी - ठाणे स्थानक (प),8.910214329400066,4.22373664033721,false,2019-06-29T02:59:19.157Z,2022-09-20T00:41:32.000Z,55541.2,2022-09-19T21:04:59.000Z,0,0,104,MH04-EP-788,401077422,632dddae1f9e9190d53de7b4,15.75,174,"[73.031281,19.170492]",Point,true,1663621802188
false,true,1,false,वृंदावन सोसायटी,ठाणे स्थानक (प),2022-09-19T23:08:25.000Z,0.1,8.913969061610631,4.226101186743449,वृंदावन सोसायटी - ठाणे स्थानक (प),8.910214329400066,4.22373664033721,false,2019-06-29T02:59:19.157Z,2022-09-20T00:41:42.000Z,55541.2,2022-09-19T21:04:59.000Z,0,0,104,MH04-EP-788,401077422,632dddae1f9e9190d53de7cd,15.75,174,"[73.031281,19.170492]",Point,true,1663621802188
false,true,1,false,वृंदावन सोसायटी,ठाणे स्थानक (प),2022-09-19T23:08:25.000Z,0.1,8.913969061610631,4.226101186743449,वृंदावन सोसायटी - ठाणे स्थानक (प),8.910214329400066,4.22373664033721,false,2019-06-29T02:59:19.157Z,2022-09-20T00:41:52.000Z,55541.2,2022-09-19T21:04:59.000Z,0,0,104,MH04-EP-788,401077422,632dddae1f9e9190d53de7e8,15.75,174,"[73.031281,19.170492]",Point,true,1663621802188
false,true,1,false,वृंदावन सोसायटी,ठाणे स्थानक (प),2022-09-19T23:08:25.000Z,0.1,8.913969061610631,4.226101186743449,वृंदावन सोसायटी - ठाणे स्थानक (प),8.910214329400066,4.22373664033721,false,2019-06-29T02:59:19.157Z,2022-09-20T00:42:01.000Z,55541.2,2022-09-19T21:04:59.000Z,0,0,104,MH04-EP-788,401077422,632dddae1f9e9190d53de805,15.75,174,"[73.031281,19.170492]",Point,true,1663621802188
false,true,1,false,वृंदावन सोसायटी,ठाणे स्थानक (प),2022-09-19T23:08:25.000Z,0.1,8.913969061610631,4.226101186743449,वृंदावन सोसायटी - ठाणे स्थानक (प),8.910214329400066,4.22373664033721,false,2019-06-29T02:59:19.157Z,2022-09-20T00:42:11.000Z,55541.2,2022-09-19T21:04:59.000Z,0,0,104,MH04-EP-788,401077422,632dddae1f9e9190d53de821,15.75,174,"[73.031281,19.170492]",Point,true,1663621802188
false,true,1,false,वृंदावन सोसायटी,ठाणे स्थानक (प),2022-09-19T23:08:25.000Z,0.1,8.913969061610631,4.226101186743449,वृंदावन सोसायटी - ठाणे स्थानक (प),8.910214329400066,4.22373664033721,false,2019-06-29T02:59:19.157Z,2022-09-20T00:42:22.000Z,55541.2,2022-09-19T21:04:59.000Z,0,0,104,MH04-EP-788,401077422,632dddae1f9e9190d53de834,15.75,174,"[73.031281,19.170492]",Point,true,1663621802188
false,true,1,false,वृंदावन सोसायटी,ठाणे स्थानक (प),2022-09-19T23:08:25.000Z,0.1,8.913969061610631,4.226101186743449,वृंदावन सोसायटी - ठाणे स्थानक (प),8.910214329400066,4.22373664033721,false,2019-06-29T02:59:19.157Z,2022-09-20T00:42:32.000Z,55541.2,2022-09-19T21:04:59.000Z,0,0,104,MH04-EP-788,401077422,632dddae1f9e9190d53de881,15.75,174,"[73.031281,19.170492]",Point,true,1663621802188
false,true,1,false,वृंदावन सोसायटी,ठाणे स्थानक (प),2022-09-19T23:08:25.000Z,0.1,8.913969061610631,4.226101186743449,वृंदावन सोसायटी - ठाणे स्थानक (प),8.910214329400066,4.22373664033721,false,2019-06-29T02:59:19.157Z,2022-09-20T00:42:42.000Z,55541.2,2022-09-19T21:04:59.000Z,0,0,104,MH04-EP-788,401077422,632dddae1f9e9190d53de894,15.75,174,"[73.031281,19.170492]",Point,true,1663621802188
false,true,1,false,वृंदावन सोसायटी,ठाणे स्थानक (प),2022-09-19T23:08:25.000Z,0.1,8.913969061610631,4.226101186743449,वृंदावन सोसायटी - ठाणे स्थानक (प),8.910214329400066,4.22373664033721,false,2019-06-29T02:59:19.157Z,2022-09-20T00:42:51.000Z,55541.2,2022-09-19T21:04:59.000Z,0,0,104,MH04-EP-788,401077422,632dddaf1f9e9190d53de8d8,15.75,174,"[73.031281,19.170492]",Point,true,1663621802188
false,true,1,false,वृंदावन सोसायटी,ठाणे स्थानक (प),2022-09-19T23:08:25.000Z,0.1,8.913969061610631,4.226101186743449,वृंदावन सोसायटी - ठाणे स्थानक (प),8.910214329400066,4.22373664033721,false,2019-06-29T02:59:19.157Z,2022-09-20T00:43:01.000Z,55541.2,2022-09-19T21:04:59.000Z,0,0,104,MH04-EP-788,401077422,632dddaf1f9e9190d53de90d,15.75,174,"[73.031281,19.170492]",Point,true,1663621802188
false,true,1,false,वृंदावन सोसायटी,ठाणे स्थानक (प),2022-09-19T23:08:25.000Z,0.1,8.913969061610631,4.226101186743449,वृंदावन सोसायटी - ठाणे स्थानक (प),8.910214329400066,4.22373664033721,false,2019-06-29T02:59:19.157Z,2022-09-20T00:43:12.000Z,55541.2,2022-09-19T21:04:59.000Z,0,0,104,MH04-EP-788,401077422,632dddaf1f9e9190d53de958,15.75,174,"[73.031281,19.170492]",Point,true,1663621802188
false,true,1,false,वृंदावन सोसायटी,ठाणे स्थानक (प),2022-09-19T23:08:25.000Z,0.1,8.913969061610631,4.226101186743449,वृंदावन सोसायटी - ठाणे स्थानक (प),8.910214329400066,4.22373664033721,false,2019-06-29T02:59:19.157Z,2022-09-20T00:43:22.000Z,55541.2,2022-09-19T21:04:59.000Z,0,0,104,MH04-EP-788,401077422,632dddb01f9e9190d53de97d,15.75,174,"[73.031281,19.170492]",Point,true,1663621802188
false,true,1,false,वृंदावन सोसायटी,ठाणे स्थानक (प),2022-09-19T23:08:25.000Z,0.1,8.913969061610631,4.226101186743449,वृंदावन सोसायटी - ठाणे स्थानक (प),8.910214329400066,4.22373664033721,false,2019-06-29T02:59:19.157Z,2022-09-20T00:43:32.000Z,55541.2,2022-09-19T21:04:59.000Z,0,0,104,MH04-EP-788,401077422,632dddb01f9e9190d53de98c,15.75,174,"[73.031281,19.170492]",Point,true,1663621802188
false,true,1,false,वृंदावन सोसायटी,ठाणे स्थानक (प),2022-09-19T23:08:25.000Z,0.1,8.913969061610631,4.226101186743449,वृंदावन सोसायटी - ठाणे स्थानक (प),8.910214329400066,4.22373664033721,false,2019-06-29T02:59:19.157Z,2022-09-20T00:43:42.000Z,55541.2,2022-09-19T21:04:59.000Z,0,0,104,MH04-EP-788,401077422,632dddb01f9e9190d53de9a8,15.75,174,"[73.031281,19.170492]",Point,true,1663621802188
false,true,1,false,वृंदावन सोसायटी,ठाणे स्थानक (प),2022-09-19T23:08:25.000Z,0.1,8.913969061610631,4.226101186743449,वृंदावन सोसायटी - ठाणे स्थानक (प),8.910214329400066,4.22373664033721,false,2019-06-29T02:59:19.157Z,2022-09-20T00:43:51.000Z,55541.2,2022-09-19T21:04:59.000Z,0,0,104,MH04-EP-788,401077422,632dddb01f9e9190d53de9c2,15.75,174,"[73.031281,19.170492]",Point,true,1663621802188
false,true,1,false,वृंदावन सोसायटी,ठाणे स्थानक (प),2022-09-19T23:08:25.000Z,0.1,8.913969061610631,4.226101186743449,वृंदावन सोसायटी - ठाणे स्थानक (प),8.910214329400066,4.22373664033721,false,2019-06-29T02:59:19.157Z,2022-09-20T00:44:02.000Z,55541.2,2022-09-19T21:04:59.000Z,0,0,104,MH04-EP-788,401077422,632dddb01f9e9190d53de9f2,15.75,174,"[73.031281,19.170492]",Point,true,1663621802188
false,true,1,false,वृंदावन सोसायटी,ठाणे स्थानक (प),2022-09-19T23:08:25.000Z,0.1,8.913969061610631,4.226101186743449,वृंदावन सोसायटी - ठाणे स्थानक (प),8.910214329400066,4.22373664033721,false,2019-06-29T02:59:19.157Z,2022-09-20T00:44:12.000Z,55541.2,2022-09-19T21:04:59.000Z,0,0,104,MH04-EP-788,401077422,632dddb01f9e9190d53dea2a,15.75,174,"[73.031281,19.170492]",Point,true,1663621802188
false,true,1,false,वृंदावन सोसायटी,ठाणे स्थानक (प),2022-09-19T23:08:25.000Z,0.1,8.913969061610631,4.226101186743449,वृंदावन सोसायटी - ठाणे स्थानक (प),8.910214329400066,4.22373664033721,false,2019-06-29T02:59:19.157Z,2022-09-20T00:44:22.000Z,55541.2,2022-09-19T21:04:59.000Z,0,0,104,MH04-EP-788,401077422,632dddb11f9e9190d53dea72,15.75,174,"[73.031281,19.170492]",Point,true,1663621802188
