LastTrackdt,VehId,VehNo,location.coordinates,location.type
2022-09-29T16:29:01.000Z,169,MH04-EP-836,"[72.976303,19.235266]",Point
2022-09-29T16:29:21.000Z,169,MH04-EP-836,"[72.976379,19.234392]",Point
2022-09-29T16:29:31.000Z,169,MH04-EP-836,"[72.976463,19.233576]",Point
2022-09-29T16:29:41.000Z,169,MH04-EP-836,"[72.976547,19.232653]",Point
2022-09-29T16:29:51.000Z,169,MH04-EP-836,"[72.976646,19.231567]",Point
2022-09-29T16:30:01.000Z,169,MH04-EP-836,"[72.976814,19.230507]",Point
2022-09-29T16:30:11.000Z,169,MH04-EP-836,"[72.976921,19.230089]",Point
2022-09-29T16:30:21.000Z,169,MH04-EP-836,"[72.976982,19.229774]",Point
2022-09-29T16:30:30.000Z,169,MH04-EP-836,"[72.977043,19.229071]",Point
2022-09-29T16:30:41.000Z,169,MH04-EP-836,"[72.977127,19.227919]",Point
2022-09-29T16:30:51.000Z,169,MH04-EP-836,"[72.977242,19.22691]",Point
2022-09-29T16:31:01.000Z,169,MH04-EP-836,"[72.977341,19.226051]",Point
2022-09-29T16:31:11.000Z,169,MH04-EP-836,"[72.97744,19.225168]",Point
2022-09-29T16:31:21.000Z,169,MH04-EP-836,"[72.977493,19.224726]",Point
2022-09-29T16:31:51.000Z,169,MH04-EP-836,"[72.9776,19.224115]",Point
2022-09-29T16:32:01.000Z,169,MH04-EP-836,"[72.977654,19.223793]",Point
2022-09-29T16:32:11.000Z,169,MH04-EP-836,"[72.977661,19.223652]",Point
2022-09-29T16:32:31.000Z,169,MH04-EP-836,"[72.97773,19.223124]",Point
2022-09-29T16:32:41.000Z,169,MH04-EP-836,"[72.977722,19.223112]",Point
2022-09-29T16:33:01.000Z,169,MH04-EP-836,"[72.977722,19.223112]",Point
2022-09-29T16:33:11.000Z,169,MH04-EP-836,"[72.977737,19.223103]",Point
2022-09-29T16:33:21.000Z,169,MH04-EP-836,"[72.977737,19.223022]",Point
2022-09-29T16:33:31.000Z,169,MH04-EP-836,"[72.977783,19.222408]",Point
2022-09-29T16:33:51.000Z,169,MH04-EP-836,"[72.97789,19.220951]",Point
2022-09-29T16:34:11.000Z,169,MH04-EP-836,"[72.978096,19.219522]",Point
2022-09-29T16:34:32.000Z,169,MH04-EP-836,"[72.978226,19.219027]",Point
2022-09-29T16:34:51.000Z,169,MH04-EP-836,"[72.978256,19.218264]",Point
2022-09-29T16:35:12.000Z,169,MH04-EP-836,"[72.978432,19.217661]",Point
2022-09-29T16:35:31.000Z,169,MH04-EP-836,"[72.978409,19.21711]",Point
2022-09-29T16:35:42.000Z,169,MH04-EP-836,"[72.978401,19.216927]",Point
2022-09-29T16:35:52.000Z,169,MH04-EP-836,"[72.978386,19.216824]",Point
2022-09-29T16:36:11.000Z,169,MH04-EP-836,"[72.978195,19.216223]",Point
2022-09-29T16:36:22.000Z,169,MH04-EP-836,"[72.978096,19.215736]",Point
2022-09-29T16:36:51.000Z,169,MH04-EP-836,"[72.97802,19.215073]",Point
2022-09-29T16:37:11.000Z,169,MH04-EP-836,"[72.977852,19.214216]",Point
2022-09-29T16:37:41.000Z,169,MH04-EP-836,"[72.976952,19.212322]",Point
2022-09-29T16:38:01.000Z,169,MH04-EP-836,"[72.976273,19.211456]",Point
2022-09-29T16:38:11.000Z,169,MH04-EP-836,"[72.975777,19.211002]",Point
2022-09-29T16:38:22.000Z,169,MH04-EP-836,"[72.975067,19.210245]",Point
2022-09-29T16:38:52.000Z,169,MH04-EP-836,"[72.972977,19.208328]",Point
2022-09-29T16:39:11.000Z,169,MH04-EP-836,"[72.972481,19.207718]",Point
2022-09-29T16:39:42.000Z,169,MH04-EP-836,"[72.971291,19.206562]",Point
2022-09-29T16:40:01.000Z,169,MH04-EP-836,"[72.970001,19.20528]",Point
2022-09-29T16:40:31.000Z,169,MH04-EP-836,"[72.968536,19.203918]",Point
2022-09-29T16:40:52.000Z,169,MH04-EP-836,"[72.967972,19.203424]",Point
2022-09-29T16:41:01.000Z,169,MH04-EP-836,"[72.967476,19.202908]",Point
2022-09-29T16:41:12.000Z,169,MH04-EP-836,"[72.966805,19.202257]",Point
2022-09-29T16:43:02.000Z,169,MH04-EP-836,"[72.964142,19.199717]",Point
2022-09-29T16:44:02.000Z,169,MH04-EP-836,"[72.963387,19.198652]",Point
2022-09-29T16:50:13.000Z,169,MH04-EP-836,"[72.967781,19.190592]",Point
2022-09-29T16:50:22.000Z,169,MH04-EP-836,"[72.967812,19.190147]",Point
2022-09-29T16:51:13.000Z,169,MH04-EP-836,"[72.967621,19.188215]",Point
2022-09-29T16:51:32.000Z,169,MH04-EP-836,"[72.967583,19.18767]",Point
2022-09-29T16:51:42.000Z,169,MH04-EP-836,"[72.968063,19.187469]",Point
2022-09-29T16:51:53.000Z,169,MH04-EP-836,"[72.968643,19.187286]",Point
2022-09-29T16:52:23.000Z,169,MH04-EP-836,"[72.969635,19.187069]",Point
2022-09-29T16:52:53.000Z,169,MH04-EP-836,"[72.971024,19.187265]",Point
2022-09-29T16:53:23.000Z,169,MH04-EP-836,"[72.97242,19.187717]",Point
2022-09-29T16:53:43.000Z,169,MH04-EP-836,"[72.972908,19.18775]",Point
2022-09-29T16:54:03.000Z,169,MH04-EP-836,"[72.973198,19.187763]",Point
2022-09-29T16:54:22.000Z,169,MH04-EP-836,"[72.97406,19.187763]",Point
2022-09-29T16:54:33.000Z,169,MH04-EP-836,"[72.974121,19.187803]",Point
2022-09-29T16:54:53.000Z,169,MH04-EP-836,"[72.974342,19.187923]",Point
2022-09-29T16:55:03.000Z,169,MH04-EP-836,"[72.974335,19.187975]",Point
2022-09-29T16:55:12.000Z,169,MH04-EP-836,"[72.974327,19.187996]",Point
2022-09-29T16:55:23.000Z,169,MH04-EP-836,"[72.974304,19.188032]",Point
2022-09-29T16:55:33.000Z,169,MH04-EP-836,"[72.974304,19.188032]",Point
2022-09-29T16:55:43.000Z,169,MH04-EP-836,"[72.974304,19.188032]",Point
2022-09-29T16:56:03.000Z,169,MH04-EP-836,"[72.97422,19.188311]",Point
2022-09-29T16:56:13.000Z,169,MH04-EP-836,"[72.974258,19.188517]",Point
2022-09-29T16:56:23.000Z,169,MH04-EP-836,"[72.974525,19.18862]",Point
2022-09-29T16:56:33.000Z,169,MH04-EP-836,"[72.974876,19.188868]",Point
2022-09-29T16:56:53.000Z,169,MH04-EP-836,"[72.975578,19.189173]",Point
2022-09-29T16:57:14.000Z,169,MH04-EP-836,"[72.976006,19.189108]",Point
2022-09-29T16:57:33.000Z,169,MH04-EP-836,"[72.975739,19.188616]",Point
2022-09-29T16:57:53.000Z,169,MH04-EP-836,"[72.976006,19.187813]",Point
2022-09-29T16:58:03.000Z,169,MH04-EP-836,"[72.976234,19.187717]",Point
2022-09-29T16:58:13.000Z,169,MH04-EP-836,"[72.976646,19.187717]",Point
2022-09-29T16:58:23.000Z,169,MH04-EP-836,"[72.97699,19.187677]",Point
2022-09-29T16:58:33.000Z,169,MH04-EP-836,"[72.977135,19.187628]",Point
2022-09-29T16:58:43.000Z,169,MH04-EP-836,"[72.977074,19.187586]",Point
2022-09-29T16:59:03.000Z,169,MH04-EP-836,"[72.977074,19.187586]",Point
2022-09-29T16:59:14.000Z,169,MH04-EP-836,"[72.977074,19.187586]",Point
2022-09-29T16:59:23.000Z,169,MH04-EP-836,"[72.97702,19.187553]",Point
2022-09-29T16:59:33.000Z,169,MH04-EP-836,"[72.976974,19.18751]",Point
2022-09-29T16:59:43.000Z,169,MH04-EP-836,"[72.976959,19.187351]",Point
2022-09-29T16:59:53.000Z,169,MH04-EP-836,"[72.976944,19.187178]",Point
2022-09-29T17:00:04.000Z,169,MH04-EP-836,"[72.976944,19.187147]",Point
2022-09-29T17:00:13.000Z,169,MH04-EP-836,"[72.976952,19.18709]",Point
2022-09-29T17:00:33.000Z,169,MH04-EP-836,"[72.976936,19.187023]",Point
2022-09-29T17:00:43.000Z,169,MH04-EP-836,"[72.976929,19.18701]",Point
2022-09-29T17:00:54.000Z,169,MH04-EP-836,"[72.976929,19.18701]",Point
2022-09-29T17:01:03.000Z,169,MH04-EP-836,"[72.976929,19.187017]",Point
2022-09-29T17:01:23.000Z,169,MH04-EP-836,"[72.976906,19.186991]",Point
2022-09-29T17:01:33.000Z,169,MH04-EP-836,"[72.976906,19.186991]",Point
2022-09-29T17:01:54.000Z,169,MH04-EP-836,"[72.976898,19.186922]",Point
2022-09-29T17:02:03.000Z,169,MH04-EP-836,"[72.976891,19.186897]",Point
2022-09-29T17:02:23.000Z,169,MH04-EP-836,"[72.976891,19.186897]",Point
2022-09-29T17:02:33.000Z,169,MH04-EP-836,"[72.976929,19.186834]",Point
2022-09-29T17:02:44.000Z,169,MH04-EP-836,"[72.976822,19.186768]",Point
2022-09-29T17:03:03.000Z,169,MH04-EP-836,"[72.976555,19.186737]",Point
2022-09-29T17:03:13.000Z,169,MH04-EP-836,"[72.976517,19.186756]",Point
2022-09-29T17:03:24.000Z,169,MH04-EP-836,"[72.976395,19.186745]",Point
2022-09-29T17:03:34.000Z,169,MH04-EP-836,"[72.976295,19.186729]",Point
2022-09-29T17:03:43.000Z,169,MH04-EP-836,"[72.976265,19.186729]",Point
2022-09-29T17:03:53.000Z,169,MH04-EP-836,"[72.976265,19.186729]",Point
2022-09-29T17:04:03.000Z,169,MH04-EP-836,"[72.976265,19.186729]",Point
2022-09-29T17:04:24.000Z,169,MH04-EP-836,"[72.976265,19.186729]",Point
2022-09-29T17:04:34.000Z,169,MH04-EP-836,"[72.976265,19.186729]",Point
2022-09-29T17:04:43.000Z,169,MH04-EP-836,"[72.976265,19.186729]",Point
2022-09-29T17:04:53.000Z,169,MH04-EP-836,"[72.976265,19.186729]",Point
2022-09-29T17:05:03.000Z,169,MH04-EP-836,"[72.976265,19.186729]",Point
2022-09-29T17:05:24.000Z,169,MH04-EP-836,"[72.976051,19.186764]",Point
2022-09-29T17:05:34.000Z,169,MH04-EP-836,"[72.976051,19.186764]",Point
2022-09-29T17:05:43.000Z,169,MH04-EP-836,"[72.976051,19.186764]",Point
2022-09-29T17:05:53.000Z,169,MH04-EP-836,"[72.976051,19.186764]",Point
2022-09-29T17:06:03.000Z,169,MH04-EP-836,"[72.975975,19.186754]",Point
2022-09-29T17:06:14.000Z,169,MH04-EP-836,"[72.975922,19.186756]",Point
2022-09-29T17:06:24.000Z,169,MH04-EP-836,"[72.975922,19.186756]",Point
2022-09-29T17:06:34.000Z,169,MH04-EP-836,"[72.975922,19.186756]",Point
2022-09-29T17:06:53.000Z,169,MH04-EP-836,"[72.975922,19.186756]",Point
2022-09-29T17:07:03.000Z,169,MH04-EP-836,"[72.975922,19.186756]",Point
2022-09-29T17:07:14.000Z,169,MH04-EP-836,"[72.975853,19.186832]",Point
2022-09-29T17:07:24.000Z,169,MH04-EP-836,"[72.975845,19.186834]",Point
2022-09-29T17:07:34.000Z,169,MH04-EP-836,"[72.975845,19.186834]",Point
2022-09-29T17:07:43.000Z,169,MH04-EP-836,"[72.975845,19.186834]",Point
2022-09-29T17:07:53.000Z,169,MH04-EP-836,"[72.975845,19.186834]",Point
2022-09-29T17:08:14.000Z,169,MH04-EP-836,"[72.975845,19.186834]",Point
2022-09-29T17:08:24.000Z,169,MH04-EP-836,"[72.975754,19.186872]",Point
2022-09-29T17:08:33.000Z,169,MH04-EP-836,"[72.975693,19.186897]",Point
2022-09-29T17:08:43.000Z,169,MH04-EP-836,"[72.975693,19.186897]",Point
2022-09-29T17:08:54.000Z,169,MH04-EP-836,"[72.975693,19.186897]",Point
2022-09-29T17:09:04.000Z,169,MH04-EP-836,"[72.975693,19.186897]",Point
2022-09-29T17:09:14.000Z,169,MH04-EP-836,"[72.975693,19.186897]",Point
2022-09-29T17:09:24.000Z,169,MH04-EP-836,"[72.975693,19.186897]",Point
2022-09-29T17:09:43.000Z,169,MH04-EP-836,"[72.975693,19.186897]",Point
2022-09-29T17:10:04.000Z,169,MH04-EP-836,"[72.975693,19.186897]",Point
2022-09-29T17:10:14.000Z,169,MH04-EP-836,"[72.975693,19.186897]",Point
2022-09-29T17:10:33.000Z,169,MH04-EP-836,"[72.975571,19.186928]",Point
2022-09-29T17:10:44.000Z,169,MH04-EP-836,"[72.975548,19.186937]",Point
2022-09-29T17:11:14.000Z,169,MH04-EP-836,"[72.975693,19.186886]",Point
2022-09-29T17:11:24.000Z,169,MH04-EP-836,"[72.975609,19.186922]",Point
2022-09-29T17:11:34.000Z,169,MH04-EP-836,"[72.975388,19.186991]",Point
2022-09-29T17:11:44.000Z,169,MH04-EP-836,"[72.975189,19.186865]",Point
2022-09-29T17:11:54.000Z,169,MH04-EP-836,"[72.975044,19.186726]",Point
2022-09-29T17:12:24.000Z,169,MH04-EP-836,"[72.974289,19.186808]",Point
2022-09-29T17:12:54.000Z,169,MH04-EP-836,"[72.973366,19.186855]",Point
2022-09-29T17:13:04.000Z,169,MH04-EP-836,"[72.97303,19.186954]",Point
2022-09-29T17:13:14.000Z,169,MH04-EP-836,"[72.972954,19.187201]",Point
2022-09-29T17:13:24.000Z,169,MH04-EP-836,"[72.972855,19.187502]",Point
2022-09-29T17:13:34.000Z,169,MH04-EP-836,"[72.972961,19.187634]",Point
2022-09-29T17:13:54.000Z,169,MH04-EP-836,"[72.972755,19.187822]",Point
2022-09-29T17:14:04.000Z,169,MH04-EP-836,"[72.972496,19.187778]",Point
2022-09-29T17:14:14.000Z,169,MH04-EP-836,"[72.972198,19.187738]",Point
2022-09-29T17:14:24.000Z,169,MH04-EP-836,"[72.97184,19.187668]",Point
2022-09-29T17:14:34.000Z,169,MH04-EP-836,"[72.971703,19.187654]",Point
2022-09-29T17:14:44.000Z,169,MH04-EP-836,"[72.971466,19.187572]",Point
2022-09-29T17:15:04.000Z,169,MH04-EP-836,"[72.970932,19.187216]",Point
2022-09-29T17:15:14.000Z,169,MH04-EP-836,"[72.970612,19.187094]",Point
2022-09-29T17:15:24.000Z,169,MH04-EP-836,"[72.970139,19.187056]",Point
2022-09-29T17:15:44.000Z,169,MH04-EP-836,"[72.969505,19.187113]",Point
2022-09-29T17:16:14.000Z,169,MH04-EP-836,"[72.968559,19.187347]",Point
2022-09-29T17:16:34.000Z,169,MH04-EP-836,"[72.967941,19.187469]",Point
2022-09-29T17:16:54.000Z,169,MH04-EP-836,"[72.96711,19.187447]",Point
2022-09-29T17:17:24.000Z,169,MH04-EP-836,"[72.965561,19.187759]",Point
2022-09-29T17:17:54.000Z,169,MH04-EP-836,"[72.964813,19.188051]",Point
2022-09-29T17:18:24.000Z,169,MH04-EP-836,"[72.964317,19.188232]",Point
2022-09-29T17:18:44.000Z,169,MH04-EP-836,"[72.963997,19.188217]",Point
2022-09-29T17:18:55.000Z,169,MH04-EP-836,"[72.963997,19.188217]",Point
2022-09-29T17:19:05.000Z,169,MH04-EP-836,"[72.96389,19.188192]",Point
2022-09-29T17:19:24.000Z,169,MH04-EP-836,"[72.96389,19.188192]",Point
2022-09-29T17:19:34.000Z,169,MH04-EP-836,"[72.96389,19.188192]",Point
2022-09-29T17:19:44.000Z,169,MH04-EP-836,"[72.96389,19.188192]",Point
2022-09-29T17:19:55.000Z,169,MH04-EP-836,"[72.96389,19.188192]",Point
2022-09-29T17:20:05.000Z,169,MH04-EP-836,"[72.96389,19.188192]",Point
2022-09-29T17:20:14.000Z,169,MH04-EP-836,"[72.96389,19.188192]",Point
2022-09-29T17:20:24.000Z,169,MH04-EP-836,"[72.96389,19.188192]",Point
2022-09-29T17:20:45.000Z,169,MH04-EP-836,"[72.96389,19.188192]",Point
2022-09-29T17:20:55.000Z,169,MH04-EP-836,"[72.96389,19.188192]",Point
2022-09-29T17:21:05.000Z,169,MH04-EP-836,"[72.963852,19.188232]",Point
2022-09-29T17:21:14.000Z,169,MH04-EP-836,"[72.963799,19.188269]",Point
2022-09-29T17:21:24.000Z,169,MH04-EP-836,"[72.963783,19.188278]",Point
2022-09-29T17:21:45.000Z,169,MH04-EP-836,"[72.963806,19.188299]",Point
2022-09-29T17:21:55.000Z,169,MH04-EP-836,"[72.963554,19.188452]",Point
2022-09-29T17:22:04.000Z,169,MH04-EP-836,"[72.963326,19.188644]",Point
2022-09-29T17:22:15.000Z,169,MH04-EP-836,"[72.96328,19.188852]",Point
2022-09-29T17:22:25.000Z,169,MH04-EP-836,"[72.963257,19.189226]",Point
2022-09-29T17:22:35.000Z,169,MH04-EP-836,"[72.963219,19.189365]",Point
2022-09-29T17:22:54.000Z,169,MH04-EP-836,"[72.963203,19.189596]",Point
2022-09-29T17:24:05.000Z,169,MH04-EP-836,"[72.962944,19.192064]",Point
2022-09-29T17:25:55.000Z,169,MH04-EP-836,"[72.962364,19.196659]",Point
2022-09-29T17:33:15.000Z,169,MH04-EP-836,"[72.968285,19.204227]",Point
2022-09-29T17:30:25.000Z,169,MH04-EP-836,"[72.963455,19.199533]",Point
2022-09-29T17:32:16.000Z,169,MH04-EP-836,"[72.96817,19.204058]",Point
2022-09-29T17:32:45.000Z,169,MH04-EP-836,"[72.96833,19.204275]",Point
2022-09-29T17:33:55.000Z,169,MH04-EP-836,"[72.969055,19.204924]",Point
2022-09-29T17:34:25.000Z,169,MH04-EP-836,"[72.970284,19.206047]",Point
2022-09-29T17:34:35.000Z,169,MH04-EP-836,"[72.970779,19.206621]",Point
2022-09-29T17:34:55.000Z,169,MH04-EP-836,"[72.972076,19.207863]",Point
2022-09-29T17:35:06.000Z,169,MH04-EP-836,"[72.972763,19.208536]",Point
2022-09-29T17:35:16.000Z,169,MH04-EP-836,"[72.973244,19.208977]",Point
2022-09-29T17:35:25.000Z,169,MH04-EP-836,"[72.973396,19.209139]",Point
2022-09-29T17:35:36.000Z,169,MH04-EP-836,"[72.973564,19.209309]",Point
2022-09-29T17:35:55.000Z,169,MH04-EP-836,"[72.974152,19.209885]",Point
2022-09-29T17:36:05.000Z,169,MH04-EP-836,"[72.974525,19.210258]",Point
2022-09-29T17:36:16.000Z,169,MH04-EP-836,"[72.975151,19.210802]",Point
2022-09-29T17:36:26.000Z,169,MH04-EP-836,"[72.975739,19.211433]",Point
2022-09-29T17:36:36.000Z,169,MH04-EP-836,"[72.976303,19.211992]",Point
2022-09-29T17:36:46.000Z,169,MH04-EP-836,"[72.976822,19.212519]",Point
2022-09-29T17:37:05.000Z,169,MH04-EP-836,"[72.977211,19.213078]",Point
2022-09-29T17:37:26.000Z,169,MH04-EP-836,"[72.977341,19.213552]",Point
2022-09-29T17:37:36.000Z,169,MH04-EP-836,"[72.977356,19.21385]",Point
2022-09-29T17:37:46.000Z,169,MH04-EP-836,"[72.977417,19.214096]",Point
2022-09-29T17:37:56.000Z,169,MH04-EP-836,"[72.977448,19.214136]",Point
2022-09-29T17:38:16.000Z,169,MH04-EP-836,"[72.977448,19.214136]",Point
2022-09-29T17:38:26.000Z,169,MH04-EP-836,"[72.977501,19.214291]",Point
2022-09-29T17:38:35.000Z,169,MH04-EP-836,"[72.977531,19.214642]",Point
2022-09-29T17:38:46.000Z,169,MH04-EP-836,"[72.977547,19.214771]",Point
2022-09-29T17:42:26.000Z,169,MH04-EP-836,"[72.977348,19.223627]",Point
2022-09-29T17:42:37.000Z,169,MH04-EP-836,"[72.977333,19.223648]",Point
2022-09-29T17:42:46.000Z,169,MH04-EP-836,"[72.977303,19.223858]",Point
2022-09-29T17:43:07.000Z,169,MH04-EP-836,"[72.977165,19.225033]",Point
2022-09-29T17:43:17.000Z,169,MH04-EP-836,"[72.977127,19.225422]",Point
2022-09-29T17:43:26.000Z,169,MH04-EP-836,"[72.977089,19.225798]",Point
2022-09-29T17:43:36.000Z,169,MH04-EP-836,"[72.977013,19.226397]",Point
2022-09-29T17:43:56.000Z,169,MH04-EP-836,"[72.976837,19.227858]",Point
2022-09-29T17:44:07.000Z,169,MH04-EP-836,"[72.976768,19.22864]",Point
2022-09-29T17:44:17.000Z,169,MH04-EP-836,"[72.976685,19.229364]",Point
2022-09-29T17:44:36.000Z,169,MH04-EP-836,"[72.976646,19.229982]",Point
2022-09-29T17:44:47.000Z,169,MH04-EP-836,"[72.976593,19.230089]",Point
2022-09-29T17:44:56.000Z,169,MH04-EP-836,"[72.976509,19.230537]",Point
2022-09-29T17:45:06.000Z,169,MH04-EP-836,"[72.97641,19.231384]",Point
2022-09-29T17:45:17.000Z,169,MH04-EP-836,"[72.976295,19.232393]",Point
2022-09-29T17:45:26.000Z,169,MH04-EP-836,"[72.976242,19.233118]",Point
2022-09-29T17:45:36.000Z,169,MH04-EP-836,"[72.976158,19.233643]",Point
2022-09-29T17:45:47.000Z,169,MH04-EP-836,"[72.976089,19.234367]",Point
2022-09-29T17:46:06.000Z,169,MH04-EP-836,"[72.975967,19.23518]",Point
2022-09-29T17:46:17.000Z,169,MH04-EP-836,"[72.975967,19.235172]",Point
2022-09-29T17:46:27.000Z,169,MH04-EP-836,"[72.975975,19.235186]",Point
2022-09-29T17:46:37.000Z,169,MH04-EP-836,"[72.97596,19.235228]",Point
2022-09-29T17:46:46.000Z,169,MH04-EP-836,"[72.975891,19.23554]",Point
2022-09-29T17:46:57.000Z,169,MH04-EP-836,"[72.975853,19.235943]",Point
2022-09-29T17:47:17.000Z,169,MH04-EP-836,"[72.975761,19.236383]",Point
2022-09-29T17:47:26.000Z,169,MH04-EP-836,"[72.975716,19.236837]",Point
2022-09-29T17:47:37.000Z,169,MH04-EP-836,"[72.9757,19.237501]",Point
2022-09-29T17:47:47.000Z,169,MH04-EP-836,"[72.975609,19.238214]",Point
2022-09-29T17:47:56.000Z,169,MH04-EP-836,"[72.975525,19.239002]",Point
2022-09-29T17:48:07.000Z,169,MH04-EP-836,"[72.97551,19.239872]",Point
2022-09-29T17:48:16.000Z,169,MH04-EP-836,"[72.975571,19.240393]",Point
2022-09-29T17:48:37.000Z,169,MH04-EP-836,"[72.975655,19.241062]",Point
2022-09-29T17:49:06.000Z,169,MH04-EP-836,"[72.975655,19.241255]",Point
2022-09-29T17:49:27.000Z,169,MH04-EP-836,"[72.975655,19.241255]",Point
2022-09-29T17:49:37.000Z,169,MH04-EP-836,"[72.97567,19.241356]",Point
2022-09-29T17:49:46.000Z,169,MH04-EP-836,"[72.975693,19.241549]",Point
2022-09-29T17:50:07.000Z,169,MH04-EP-836,"[72.976517,19.241438]",Point
2022-09-29T17:50:27.000Z,169,MH04-EP-836,"[72.977402,19.240669]",Point
2022-09-29T17:50:57.000Z,169,MH04-EP-836,"[72.978355,19.239471]",Point
2022-09-29T17:51:17.000Z,169,MH04-EP-836,"[72.979324,19.239248]",Point
2022-09-29T17:51:37.000Z,169,MH04-EP-836,"[72.980354,19.239307]",Point
2022-09-29T17:51:47.000Z,169,MH04-EP-836,"[72.980652,19.239511]",Point
2022-09-29T17:51:57.000Z,169,MH04-EP-836,"[72.980766,19.239595]",Point
2022-09-29T17:52:07.000Z,169,MH04-EP-836,"[72.981026,19.239779]",Point
2022-09-29T17:52:17.000Z,169,MH04-EP-836,"[72.981171,19.240107]",Point
2022-09-29T17:52:27.000Z,169,MH04-EP-836,"[72.980934,19.240656]",Point
2022-09-29T17:52:37.000Z,169,MH04-EP-836,"[72.980995,19.24106]",Point
2022-09-29T17:52:47.000Z,169,MH04-EP-836,"[72.981621,19.241217]",Point
2022-09-29T17:53:07.000Z,169,MH04-EP-836,"[72.982735,19.242085]",Point
2022-09-29T17:53:27.000Z,169,MH04-EP-836,"[72.982826,19.243162]",Point
2022-09-29T17:53:37.000Z,169,MH04-EP-836,"[72.982819,19.243431]",Point
2022-09-29T17:53:47.000Z,169,MH04-EP-836,"[72.982803,19.243513]",Point
2022-09-29T17:54:07.000Z,169,MH04-EP-836,"[72.982536,19.244146]",Point
2022-09-29T17:54:17.000Z,169,MH04-EP-836,"[72.982323,19.244658]",Point
2022-09-29T17:54:27.000Z,169,MH04-EP-836,"[72.982307,19.245289]",Point
2022-09-29T17:54:37.000Z,169,MH04-EP-836,"[72.982262,19.245777]",Point
2022-09-29T17:54:47.000Z,169,MH04-EP-836,"[72.981949,19.246019]",Point
2022-09-29T17:54:57.000Z,169,MH04-EP-836,"[72.981575,19.246227]",Point
2022-09-29T17:55:07.000Z,169,MH04-EP-836,"[72.981094,19.246529]",Point
2022-09-29T17:55:17.000Z,169,MH04-EP-836,"[72.980652,19.246887]",Point
2022-09-29T17:55:48.000Z,169,MH04-EP-836,"[72.979385,19.247711]",Point
2022-09-29T17:55:57.000Z,169,MH04-EP-836,"[72.979164,19.24781]",Point
2022-09-29T17:56:07.000Z,169,MH04-EP-836,"[72.978729,19.248014]",Point
2022-09-29T17:56:37.000Z,169,MH04-EP-836,"[72.978333,19.248554]",Point
2022-09-29T17:57:07.000Z,169,MH04-EP-836,"[72.97921,19.249481]",Point
2022-09-29T17:57:17.000Z,169,MH04-EP-836,"[72.97934,19.249819]",Point
2022-09-29T17:57:27.000Z,169,MH04-EP-836,"[72.979378,19.249952]",Point
2022-09-29T17:57:38.000Z,169,MH04-EP-836,"[72.979546,19.250282]",Point
2022-09-29T17:57:57.000Z,169,MH04-EP-836,"[72.97982,19.250889]",Point
2022-09-29T17:58:17.000Z,169,MH04-EP-836,"[72.980286,19.251808]",Point
2022-09-29T17:58:38.000Z,169,MH04-EP-836,"[72.980522,19.252262]",Point
2022-09-29T17:59:07.000Z,169,MH04-EP-836,"[72.981033,19.253242]",Point
2022-09-29T17:59:28.000Z,169,MH04-EP-836,"[72.981628,19.254192]",Point
2022-09-29T17:59:58.000Z,169,MH04-EP-836,"[72.981857,19.254547]",Point
2022-09-29T18:00:17.000Z,169,MH04-EP-836,"[72.9814,19.255054]",Point
2022-09-29T18:00:28.000Z,169,MH04-EP-836,"[72.98101,19.255356]",Point
2022-09-29T18:00:38.000Z,169,MH04-EP-836,"[72.980713,19.255651]",Point
2022-09-29T18:00:57.000Z,169,MH04-EP-836,"[72.980011,19.256178]",Point
2022-09-29T18:01:18.000Z,169,MH04-EP-836,"[72.97934,19.256735]",Point
2022-09-29T18:01:27.000Z,169,MH04-EP-836,"[72.978905,19.25705]",Point
2022-09-29T18:01:48.000Z,169,MH04-EP-836,"[72.978149,19.257586]",Point
2022-09-29T18:02:07.000Z,169,MH04-EP-836,"[72.977951,19.257828]",Point
2022-09-29T18:02:48.000Z,169,MH04-EP-836,"[72.978836,19.25878]",Point
2022-09-29T18:03:07.000Z,169,MH04-EP-836,"[72.97908,19.259813]",Point
2022-09-29T18:03:18.000Z,169,MH04-EP-836,"[72.979012,19.260187]",Point
2022-09-29T18:03:28.000Z,169,MH04-EP-836,"[72.978882,19.260696]",Point
2022-09-29T18:03:48.000Z,169,MH04-EP-836,"[72.978943,19.261065]",Point
2022-09-29T18:03:58.000Z,169,MH04-EP-836,"[72.978867,19.261223]",Point
2022-09-29T18:04:17.000Z,169,MH04-EP-836,"[72.97924,19.261141]",Point
2022-09-29T18:04:28.000Z,169,MH04-EP-836,"[72.979179,19.261023]",Point
2022-09-29T18:04:38.000Z,169,MH04-EP-836,"[72.979179,19.261023]",Point
2022-09-29T18:04:58.000Z,169,MH04-EP-836,"[72.979179,19.261023]",Point
2022-09-29T18:05:08.000Z,169,MH04-EP-836,"[72.979179,19.261023]",Point
2022-09-29T18:05:17.000Z,169,MH04-EP-836,"[72.979179,19.261023]",Point
2022-09-29T18:05:28.000Z,169,MH04-EP-836,"[72.979179,19.261023]",Point
2022-09-29T18:05:38.000Z,169,MH04-EP-836,"[72.979179,19.261023]",Point
2022-09-29T18:05:58.000Z,169,MH04-EP-836,"[72.979179,19.261023]",Point
2022-09-29T18:06:08.000Z,169,MH04-EP-836,"[72.979179,19.261023]",Point
2022-09-29T18:06:18.000Z,169,MH04-EP-836,"[72.979156,19.260992]",Point
