LastTrackdt,VehId,VehNo,location.coordinates,location.type
2022-09-26T02:43:53.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:44:03.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:44:13.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:44:23.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:44:33.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:44:42.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:44:53.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:45:03.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:45:13.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:45:23.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:45:33.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:45:43.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:45:53.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:46:03.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:46:13.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:46:23.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:46:33.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:46:43.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:46:53.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:47:03.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:47:13.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:47:23.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:47:33.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:47:44.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:47:53.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:48:03.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:48:13.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:48:23.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:48:33.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:48:44.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:48:53.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:49:03.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:49:13.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:49:23.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:49:33.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:49:44.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:49:53.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:50:03.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:50:13.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:50:23.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:50:34.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:50:44.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:50:53.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:51:03.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:51:13.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:51:23.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:51:34.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:51:44.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:51:53.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:52:03.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:52:13.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:52:24.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:52:34.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:52:44.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:52:53.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:53:03.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:53:13.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:53:24.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:53:34.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:53:44.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:53:53.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:54:03.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:54:14.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:54:24.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:54:34.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:54:44.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:54:53.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:55:03.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:55:14.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:55:24.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:55:34.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:55:44.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:55:53.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:56:03.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:56:14.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:56:24.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:56:34.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:56:44.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:56:53.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:57:03.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:57:14.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:57:24.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:57:34.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:57:44.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:57:53.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:58:04.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:58:14.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:58:24.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:58:34.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:58:44.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:58:53.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:59:04.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:59:14.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:59:24.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:59:34.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:59:44.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T02:59:53.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:00:04.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:00:14.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:00:24.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:00:34.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:00:44.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:00:54.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:01:04.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:01:14.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:01:24.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:01:34.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:01:44.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:01:53.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:02:04.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:02:14.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:02:24.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:02:34.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:02:44.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:02:54.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:03:04.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:03:14.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:03:24.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:03:34.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:03:44.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:03:54.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:04:04.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:04:14.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:04:24.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:04:34.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:04:45.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:04:54.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:05:04.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:05:14.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:05:24.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:05:34.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:05:45.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:05:55.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:06:04.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:06:14.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:06:24.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:06:35.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:06:45.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:06:55.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:07:04.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:07:14.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:07:24.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:07:35.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:07:45.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:07:55.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:08:04.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:08:14.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:08:35.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:08:45.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:08:55.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:09:04.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:09:14.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:09:24.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:09:35.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:09:45.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:09:55.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:10:04.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:10:14.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:10:25.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:10:35.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:10:45.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:10:55.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:11:04.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:11:14.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:11:25.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:11:35.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:11:45.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:11:55.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:12:04.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:12:14.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:12:25.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:12:35.000Z,169,MH04-EP-836,"[72.969597,19.265675]",Point
2022-09-26T03:12:45.000Z,169,MH04-EP-836,"[72.96962,19.265715]",Point
2022-09-26T03:12:55.000Z,169,MH04-EP-836,"[72.969635,19.265713]",Point
2022-09-26T03:13:04.000Z,169,MH04-EP-836,"[72.969635,19.265713]",Point
2022-09-26T03:13:15.000Z,169,MH04-EP-836,"[72.969635,19.265713]",Point
2022-09-26T03:13:25.000Z,169,MH04-EP-836,"[72.969635,19.265713]",Point
2022-09-26T03:13:35.000Z,169,MH04-EP-836,"[72.969635,19.265713]",Point
2022-09-26T03:13:45.000Z,169,MH04-EP-836,"[72.969635,19.265713]",Point
2022-09-26T03:13:55.000Z,169,MH04-EP-836,"[72.969635,19.265713]",Point
2022-09-26T03:14:04.000Z,169,MH04-EP-836,"[72.969635,19.265713]",Point
2022-09-26T03:14:14.000Z,169,MH04-EP-836,"[72.969635,19.265713]",Point
2022-09-26T03:14:25.000Z,169,MH04-EP-836,"[72.969635,19.265713]",Point
2022-09-26T03:14:35.000Z,169,MH04-EP-836,"[72.969635,19.265713]",Point
2022-09-26T03:14:45.000Z,169,MH04-EP-836,"[72.969635,19.265713]",Point
2022-09-26T03:14:55.000Z,169,MH04-EP-836,"[72.969635,19.265713]",Point
2022-09-26T03:15:05.000Z,169,MH04-EP-836,"[72.969635,19.265713]",Point
2022-09-26T03:15:14.000Z,169,MH04-EP-836,"[72.969635,19.265713]",Point
2022-09-26T03:15:25.000Z,169,MH04-EP-836,"[72.969635,19.265713]",Point
2022-09-26T03:15:35.000Z,169,MH04-EP-836,"[72.969635,19.265713]",Point
2022-09-26T03:15:45.000Z,169,MH04-EP-836,"[72.969635,19.265713]",Point
2022-09-26T03:15:55.000Z,169,MH04-EP-836,"[72.969635,19.265713]",Point
2022-09-26T03:16:05.000Z,169,MH04-EP-836,"[72.969635,19.265713]",Point
2022-09-26T03:16:14.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:16:25.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:16:35.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:16:45.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:16:55.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:17:05.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:17:15.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:17:25.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:17:35.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:17:45.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:17:55.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:18:05.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:18:15.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:18:25.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:18:35.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:18:45.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:18:55.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:19:05.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:19:15.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:19:25.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:19:35.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:19:45.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:19:55.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:20:06.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:20:15.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:20:25.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:20:35.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:20:45.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:20:55.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:21:06.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:21:15.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:21:25.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:21:35.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:21:45.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:21:55.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:22:06.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:22:15.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:22:25.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:22:35.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:22:45.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:22:56.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:23:06.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:23:16.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:23:25.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:23:35.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:23:45.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:23:56.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:24:06.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:24:16.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:24:25.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:24:35.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:24:45.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:24:56.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:25:06.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:25:16.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:25:25.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:25:35.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:25:45.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:25:56.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:26:06.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:26:16.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:26:25.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:26:35.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:26:45.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:26:56.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:27:06.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:27:16.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:27:26.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:27:35.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:27:46.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:27:56.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:28:06.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:28:16.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:28:26.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:28:35.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:28:46.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:28:56.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:29:06.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:29:16.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:29:26.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:29:35.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:29:46.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:29:56.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:30:06.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:30:16.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:30:26.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:30:35.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:30:46.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:30:56.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:31:06.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:31:16.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:31:26.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:31:36.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:31:46.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:31:56.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:32:06.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:32:16.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:32:26.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:32:36.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:32:46.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:32:56.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:33:06.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:33:16.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:33:26.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:33:36.000Z,169,MH04-EP-836,"[72.969582,19.265638]",Point
2022-09-26T03:37:37.000Z,169,MH04-EP-836,"[72.969589,19.265667]",Point
2022-09-26T03:37:47.000Z,169,MH04-EP-836,"[72.969589,19.265667]",Point
2022-09-26T03:37:57.000Z,169,MH04-EP-836,"[72.969589,19.265667]",Point
2022-09-26T03:38:06.000Z,169,MH04-EP-836,"[72.969589,19.265667]",Point
2022-09-26T03:38:17.000Z,169,MH04-EP-836,"[72.969589,19.265667]",Point
2022-09-26T03:38:27.000Z,169,MH04-EP-836,"[72.969589,19.265667]",Point
2022-09-26T03:38:47.000Z,169,MH04-EP-836,"[72.969589,19.265667]",Point
2022-09-26T03:38:57.000Z,169,MH04-EP-836,"[72.969589,19.265667]",Point
2022-09-26T03:39:07.000Z,169,MH04-EP-836,"[72.969589,19.265667]",Point
2022-09-26T03:39:17.000Z,169,MH04-EP-836,"[72.969589,19.265667]",Point
2022-09-26T03:39:27.000Z,169,MH04-EP-836,"[72.969589,19.265667]",Point
2022-09-26T03:39:37.000Z,169,MH04-EP-836,"[72.969589,19.265667]",Point
2022-09-26T03:39:47.000Z,169,MH04-EP-836,"[72.969589,19.265667]",Point
2022-09-26T03:39:57.000Z,169,MH04-EP-836,"[72.969589,19.265667]",Point
2022-09-26T03:40:07.000Z,169,MH04-EP-836,"[72.969589,19.265667]",Point
2022-09-26T03:40:17.000Z,169,MH04-EP-836,"[72.969589,19.265667]",Point
2022-09-26T03:40:27.000Z,169,MH04-EP-836,"[72.969589,19.265667]",Point
2022-09-26T03:40:37.000Z,169,MH04-EP-836,"[72.969589,19.265667]",Point
2022-09-26T03:40:47.000Z,169,MH04-EP-836,"[72.969589,19.265667]",Point
