LastTrackdt,location.coordinates,location.type
2022-09-28T11:05:17.000Z,"[72.967987,19.263685]",Point
2022-09-28T11:05:27.000Z,"[72.967964,19.263783]",Point
2022-09-28T11:05:37.000Z,"[72.967964,19.26379]",Point
2022-09-28T11:05:56.000Z,"[72.967941,19.263899]",Point
2022-09-28T11:06:07.000Z,"[72.967972,19.263948]",Point
2022-09-28T11:06:17.000Z,"[72.968124,19.264034]",Point
2022-09-28T11:06:27.000Z,"[72.968567,19.264223]",Point
2022-09-28T11:06:47.000Z,"[72.96981,19.264893]",Point
2022-09-28T11:07:06.000Z,"[72.969749,19.265114]",Point
2022-09-28T11:07:17.000Z,"[72.969658,19.265356]",Point
2022-09-28T11:07:27.000Z,"[72.969658,19.265697]",Point
2022-09-28T11:07:37.000Z,"[72.969666,19.266212]",Point
2022-09-28T11:07:47.000Z,"[72.969643,19.266409]",Point
2022-09-28T11:07:57.000Z,"[72.969643,19.266409]",Point
2022-09-28T11:08:07.000Z,"[72.969643,19.266409]",Point
2022-09-28T11:08:17.000Z,"[72.969643,19.266409]",Point
2022-09-28T11:08:27.000Z,"[72.969643,19.266409]",Point
2022-09-28T11:08:37.000Z,"[72.969643,19.266409]",Point
2022-09-28T11:08:47.000Z,"[72.969643,19.266409]",Point
2022-09-28T11:08:57.000Z,"[72.969643,19.266409]",Point
2022-09-28T11:09:07.000Z,"[72.969643,19.266409]",Point
2022-09-28T11:09:17.000Z,"[72.969643,19.266409]",Point
2022-09-28T11:09:27.000Z,"[72.969643,19.266409]",Point
2022-09-28T11:09:37.000Z,"[72.969643,19.266409]",Point
2022-09-28T11:09:57.000Z,"[72.969643,19.266409]",Point
2022-09-28T11:10:07.000Z,"[72.969643,19.266409]",Point
2022-09-28T11:10:17.000Z,"[72.969551,19.266403]",Point
2022-09-28T11:10:27.000Z,"[72.969315,19.266336]",Point
2022-09-28T11:10:37.000Z,"[72.969162,19.266594]",Point
2022-09-28T11:10:47.000Z,"[72.96907,19.266977]",Point
2022-09-28T11:10:57.000Z,"[72.968781,19.267057]",Point
2022-09-28T11:11:07.000Z,"[72.968636,19.266865]",Point
2022-09-28T11:11:17.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:11:28.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:11:37.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:11:47.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:11:57.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:12:18.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:12:27.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:12:37.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:12:47.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:12:57.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:13:08.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:13:17.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:13:27.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:13:37.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:13:47.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:13:58.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:14:07.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:14:17.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:14:27.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:14:37.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:14:48.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:14:58.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:15:07.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:15:17.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:15:38.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:15:48.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:15:57.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:16:17.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:16:28.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:16:38.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:16:47.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:17:08.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:17:18.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:17:28.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:17:38.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:17:47.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:17:58.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:18:08.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:18:18.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:18:38.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:18:48.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:18:58.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:19:08.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:19:17.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:19:27.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:19:38.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:19:58.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:20:08.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:20:28.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:20:38.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:20:58.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:21:08.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:21:18.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:21:28.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:21:38.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:21:48.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:22:07.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:22:28.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:22:38.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:22:58.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:23:08.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:23:18.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:23:28.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:23:38.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:23:58.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:24:18.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:24:28.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:24:38.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:24:48.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:24:59.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:25:08.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:25:18.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:25:28.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:25:38.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:25:48.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:25:59.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:26:08.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:26:18.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:26:28.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:26:38.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:26:48.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:26:59.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:27:09.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:27:28.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:27:38.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:27:48.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:27:59.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:28:09.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:28:18.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:28:28.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:28:38.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:28:49.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:28:59.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:29:09.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:29:18.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:29:28.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:29:38.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:29:49.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:30:09.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:30:18.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:30:28.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:30:38.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:30:49.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:30:59.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:31:09.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:31:18.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:31:28.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:31:38.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:31:49.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:31:59.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:32:09.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:32:18.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:32:28.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:32:38.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:32:49.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:32:59.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:33:09.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:33:18.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:33:28.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:33:39.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:33:49.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:33:59.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:34:09.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:34:19.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:34:28.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:34:39.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:34:49.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:34:59.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:35:09.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:35:19.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:35:28.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:35:39.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:35:49.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:35:59.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:36:09.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:36:19.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:36:28.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:36:39.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:36:49.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:36:59.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:37:09.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:37:19.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:37:28.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:37:39.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:37:49.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:37:59.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:38:09.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:38:19.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:38:28.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:38:39.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:38:49.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:39:09.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:39:19.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:39:29.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:39:39.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:39:49.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:39:59.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:40:09.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:40:19.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:40:29.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:40:39.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:40:49.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:40:59.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:41:09.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:41:19.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:41:29.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:41:39.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:41:49.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:41:59.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:42:09.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:42:20.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:42:30.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:42:39.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:42:49.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:42:59.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:43:09.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:43:20.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:43:30.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:43:49.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:43:59.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:44:09.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:44:20.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:44:30.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:44:39.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:44:49.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:44:59.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:45:10.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:45:20.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:45:30.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:45:49.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:45:59.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:46:10.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:46:20.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:46:30.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:46:39.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:46:49.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:46:59.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:47:10.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:47:20.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:47:30.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:47:39.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:47:49.000Z,"[72.968689,19.266773]",Point
2022-09-28T11:48:00.000Z,"[72.968704,19.266777]",Point
2022-09-28T11:48:10.000Z,"[72.968704,19.266777]",Point
2022-09-28T11:48:20.000Z,"[72.968704,19.266777]",Point
2022-09-28T11:48:30.000Z,"[72.968704,19.266777]",Point
2022-09-28T11:48:39.000Z,"[72.968704,19.266777]",Point
2022-09-28T11:48:49.000Z,"[72.968704,19.266777]",Point
2022-09-28T11:49:00.000Z,"[72.968704,19.266777]",Point
2022-09-28T11:49:10.000Z,"[72.968704,19.266777]",Point
2022-09-28T11:49:20.000Z,"[72.968704,19.266777]",Point
2022-09-28T11:49:30.000Z,"[72.968704,19.266777]",Point
2022-09-28T11:49:39.000Z,"[72.968704,19.266777]",Point
2022-09-28T11:49:49.000Z,"[72.968704,19.266777]",Point
2022-09-28T11:50:00.000Z,"[72.968704,19.266777]",Point
2022-09-28T11:50:10.000Z,"[72.968704,19.266777]",Point
2022-09-28T11:50:20.000Z,"[72.968704,19.266777]",Point
2022-09-28T11:50:30.000Z,"[72.968704,19.266777]",Point
2022-09-28T11:50:39.000Z,"[72.968704,19.266777]",Point
2022-09-28T11:50:49.000Z,"[72.968704,19.266777]",Point
2022-09-28T11:51:00.000Z,"[72.968704,19.266777]",Point
2022-09-28T11:51:10.000Z,"[72.968704,19.266777]",Point
2022-09-28T11:51:20.000Z,"[72.968704,19.266777]",Point
2022-09-28T11:51:30.000Z,"[72.968704,19.266777]",Point
2022-09-28T11:51:39.000Z,"[72.968704,19.266777]",Point
2022-09-28T11:51:50.000Z,"[72.968704,19.266777]",Point
2022-09-28T11:52:00.000Z,"[72.968704,19.266777]",Point
2022-09-28T11:52:10.000Z,"[72.968704,19.266777]",Point
2022-09-28T11:52:20.000Z,"[72.968704,19.266777]",Point
2022-09-28T11:52:30.000Z,"[72.968704,19.266777]",Point
2022-09-28T11:52:39.000Z,"[72.968704,19.266777]",Point
2022-09-28T11:52:50.000Z,"[72.968704,19.266777]",Point
2022-09-28T11:53:00.000Z,"[72.968704,19.266777]",Point
2022-09-28T11:53:10.000Z,"[72.968704,19.266777]",Point
2022-09-28T11:53:20.000Z,"[72.968704,19.266777]",Point
2022-09-28T11:53:30.000Z,"[72.968704,19.266777]",Point
2022-09-28T11:53:40.000Z,"[72.968704,19.266777]",Point
2022-09-28T11:53:50.000Z,"[72.968704,19.266777]",Point
2022-09-28T11:54:10.000Z,"[72.968704,19.266777]",Point
2022-09-28T11:54:20.000Z,"[72.968704,19.266777]",Point
2022-09-28T11:54:30.000Z,"[72.968704,19.266777]",Point
2022-09-28T11:54:40.000Z,"[72.968704,19.266777]",Point
2022-09-28T11:54:50.000Z,"[72.968704,19.266777]",Point
2022-09-28T11:55:00.000Z,"[72.968704,19.266777]",Point
2022-09-28T11:55:10.000Z,"[72.968704,19.266777]",Point
2022-09-28T11:55:20.000Z,"[72.968704,19.266777]",Point
2022-09-28T11:55:30.000Z,"[72.968704,19.266777]",Point
2022-09-28T11:55:41.000Z,"[72.968704,19.266777]",Point
2022-09-28T11:55:50.000Z,"[72.968704,19.266777]",Point
2022-09-28T11:56:00.000Z,"[72.968704,19.266777]",Point
2022-09-28T11:56:10.000Z,"[72.968704,19.266777]",Point
2022-09-28T11:56:20.000Z,"[72.968704,19.266777]",Point
2022-09-28T11:56:30.000Z,"[72.968704,19.266777]",Point
2022-09-28T11:56:41.000Z,"[72.968704,19.266777]",Point
2022-09-28T11:56:50.000Z,"[72.968704,19.266777]",Point
2022-09-28T11:57:00.000Z,"[72.968704,19.266777]",Point
2022-09-28T11:57:20.000Z,"[72.968704,19.266777]",Point
2022-09-28T11:57:31.000Z,"[72.968704,19.266777]",Point
2022-09-28T11:57:50.000Z,"[72.968704,19.266777]",Point
2022-09-28T11:58:00.000Z,"[72.968704,19.266777]",Point
2022-09-28T11:58:20.000Z,"[72.968704,19.266777]",Point
2022-09-28T11:58:31.000Z,"[72.968704,19.266777]",Point
2022-09-28T11:58:41.000Z,"[72.968704,19.266777]",Point
2022-09-28T11:58:50.000Z,"[72.968704,19.266777]",Point
2022-09-28T11:59:00.000Z,"[72.968704,19.266777]",Point
2022-09-28T11:59:10.000Z,"[72.968704,19.266777]",Point
2022-09-28T11:59:21.000Z,"[72.968704,19.266777]",Point
2022-09-28T11:59:31.000Z,"[72.968704,19.266777]",Point
2022-09-28T11:59:41.000Z,"[72.968704,19.266777]",Point
2022-09-28T11:59:50.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:00:00.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:00:10.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:00:21.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:00:31.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:00:41.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:00:50.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:01:00.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:01:10.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:01:21.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:01:31.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:01:50.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:02:00.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:02:10.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:02:21.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:02:31.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:02:41.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:02:50.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:03:00.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:03:11.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:03:21.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:03:31.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:03:41.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:03:50.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:04:00.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:04:11.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:04:21.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:04:31.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:04:41.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:04:50.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:05:00.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:05:11.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:05:21.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:05:31.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:05:50.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:06:00.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:06:11.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:06:31.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:06:41.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:06:50.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:07:01.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:07:11.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:07:21.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:07:31.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:07:41.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:07:50.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:08:01.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:08:11.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:08:21.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:08:41.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:08:50.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:09:01.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:09:11.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:09:21.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:09:31.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:09:41.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:09:51.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:10:01.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:10:11.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:10:21.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:10:31.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:10:41.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:10:51.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:11:01.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:11:11.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:11:21.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:11:31.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:11:41.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:12:01.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:12:11.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:12:21.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:12:31.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:12:42.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:12:52.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:13:01.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:13:11.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:13:21.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:13:31.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:13:42.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:13:52.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:14:11.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:14:21.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:14:31.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:14:42.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:14:52.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:15:01.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:15:11.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:15:21.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:15:31.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:15:42.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:15:52.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:16:01.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:16:11.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:16:21.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:16:32.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:16:42.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:16:52.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:17:01.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:17:11.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:17:21.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:17:42.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:17:52.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:18:01.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:18:11.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:18:21.000Z,"[72.968704,19.266777]",Point
2022-09-28T12:18:32.000Z,"[72.968643,19.266788]",Point
2022-09-28T12:18:42.000Z,"[72.96862,19.26693]",Point
2022-09-28T12:19:01.000Z,"[72.96859,19.267008]",Point
2022-09-28T12:19:12.000Z,"[72.968643,19.266853]",Point
2022-09-28T12:19:22.000Z,"[72.968658,19.266813]",Point
2022-09-28T12:19:32.000Z,"[72.968651,19.266817]",Point
2022-09-28T12:19:42.000Z,"[72.968651,19.266817]",Point
2022-09-28T12:19:51.000Z,"[72.968674,19.266802]",Point
2022-09-28T12:20:02.000Z,"[72.968674,19.266804]",Point
2022-09-28T12:20:12.000Z,"[72.968674,19.266804]",Point
2022-09-28T12:20:22.000Z,"[72.968674,19.266804]",Point
2022-09-28T12:20:32.000Z,"[72.968674,19.266804]",Point
2022-09-28T12:20:42.000Z,"[72.968674,19.266804]",Point
2022-09-28T12:20:51.000Z,"[72.968674,19.266804]",Point
2022-09-28T12:21:02.000Z,"[72.968674,19.266804]",Point
2022-09-28T12:21:12.000Z,"[72.968674,19.266804]",Point
2022-09-28T12:21:22.000Z,"[72.968674,19.266804]",Point
