LastTrackdt,location.coordinates,location.type
2022-09-25T19:46:21.000Z,"[72.945488,19.20126]",Point
2022-09-25T19:46:31.000Z,"[72.945488,19.20126]",Point
2022-09-25T19:46:41.000Z,"[72.945488,19.20126]",Point
2022-09-25T19:46:51.000Z,"[72.945488,19.20126]",Point
2022-09-25T19:47:01.000Z,"[72.945488,19.20126]",Point
2022-09-25T19:47:10.000Z,"[72.945488,19.20126]",Point
2022-09-25T19:47:21.000Z,"[72.945488,19.20126]",Point
2022-09-25T19:47:31.000Z,"[72.945488,19.20126]",Point
2022-09-25T19:47:41.000Z,"[72.945488,19.20126]",Point
2022-09-25T19:48:01.000Z,"[72.945488,19.20126]",Point
2022-09-25T19:48:11.000Z,"[72.945488,19.20126]",Point
2022-09-25T19:48:21.000Z,"[72.945488,19.20126]",Point
2022-09-25T19:48:31.000Z,"[72.945488,19.20126]",Point
2022-09-25T19:48:41.000Z,"[72.945488,19.20126]",Point
2022-09-25T19:48:51.000Z,"[72.945488,19.20126]",Point
2022-09-25T19:49:11.000Z,"[72.945488,19.20126]",Point
2022-09-25T19:49:21.000Z,"[72.945488,19.20126]",Point
2022-09-25T19:49:31.000Z,"[72.945488,19.20126]",Point
2022-09-25T19:49:41.000Z,"[72.945488,19.20126]",Point
2022-09-25T19:49:51.000Z,"[72.945488,19.20126]",Point
2022-09-25T19:50:01.000Z,"[72.945488,19.20126]",Point
2022-09-25T19:50:11.000Z,"[72.945488,19.20126]",Point
2022-09-25T19:50:21.000Z,"[72.945488,19.20126]",Point
2022-09-25T19:50:31.000Z,"[72.945488,19.20126]",Point
2022-09-25T19:50:41.000Z,"[72.945488,19.20126]",Point
2022-09-25T19:51:01.000Z,"[72.945488,19.20126]",Point
2022-09-25T19:51:11.000Z,"[72.945488,19.20126]",Point
2022-09-25T19:51:21.000Z,"[72.945488,19.20126]",Point
2022-09-25T19:51:31.000Z,"[72.945488,19.20126]",Point
2022-09-25T19:51:41.000Z,"[72.945488,19.20126]",Point
2022-09-25T19:51:51.000Z,"[72.945488,19.20126]",Point
2022-09-25T19:52:02.000Z,"[72.945488,19.20126]",Point
2022-09-25T19:52:11.000Z,"[72.945488,19.20126]",Point
2022-09-25T19:52:31.000Z,"[72.945488,19.20126]",Point
2022-09-25T19:52:41.000Z,"[72.945488,19.20126]",Point
2022-09-25T19:52:51.000Z,"[72.945488,19.20126]",Point
2022-09-25T19:53:01.000Z,"[72.945488,19.20126]",Point
2022-09-25T19:53:12.000Z,"[72.945488,19.20126]",Point
2022-09-25T19:53:21.000Z,"[72.945488,19.20126]",Point
2022-09-25T19:53:31.000Z,"[72.945488,19.20126]",Point
2022-09-25T19:53:41.000Z,"[72.945488,19.20126]",Point
2022-09-25T19:53:51.000Z,"[72.945488,19.20126]",Point
2022-09-25T19:54:02.000Z,"[72.945488,19.20126]",Point
2022-09-25T19:54:12.000Z,"[72.945488,19.20126]",Point
2022-09-25T19:54:21.000Z,"[72.945488,19.20126]",Point
2022-09-25T19:54:31.000Z,"[72.945488,19.20126]",Point
2022-09-25T19:54:41.000Z,"[72.945488,19.20126]",Point
2022-09-25T19:55:02.000Z,"[72.945488,19.20126]",Point
2022-09-25T19:55:12.000Z,"[72.945488,19.20126]",Point
2022-09-25T19:55:21.000Z,"[72.945488,19.20126]",Point
2022-09-25T19:55:31.000Z,"[72.945488,19.20126]",Point
2022-09-25T19:55:41.000Z,"[72.945488,19.20126]",Point
2022-09-25T19:55:52.000Z,"[72.945488,19.20126]",Point
2022-09-25T19:56:02.000Z,"[72.945488,19.20126]",Point
2022-09-25T19:56:12.000Z,"[72.945488,19.20126]",Point
2022-09-25T19:56:21.000Z,"[72.945488,19.20126]",Point
2022-09-25T19:56:31.000Z,"[72.945488,19.20126]",Point
2022-09-25T19:56:41.000Z,"[72.945488,19.20126]",Point
2022-09-25T19:56:51.000Z,"[72.945488,19.20126]",Point
2022-09-25T19:57:02.000Z,"[72.945488,19.20126]",Point
2022-09-25T19:57:21.000Z,"[72.945488,19.20126]",Point
2022-09-25T19:57:41.000Z,"[72.945488,19.20126]",Point
2022-09-25T19:57:52.000Z,"[72.945488,19.20126]",Point
2022-09-25T19:58:02.000Z,"[72.945488,19.20126]",Point
2022-09-25T19:58:12.000Z,"[72.945488,19.20126]",Point
2022-09-25T19:58:22.000Z,"[72.945488,19.20126]",Point
2022-09-25T19:58:41.000Z,"[72.945488,19.20126]",Point
2022-09-25T19:58:52.000Z,"[72.945488,19.20126]",Point
2022-09-25T19:59:02.000Z,"[72.945488,19.20126]",Point
2022-09-25T19:59:12.000Z,"[72.945488,19.20126]",Point
2022-09-25T19:59:22.000Z,"[72.945488,19.20126]",Point
2022-09-25T19:59:31.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:00:02.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:00:12.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:00:22.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:00:31.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:00:42.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:00:52.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:01:02.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:01:12.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:01:22.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:01:31.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:01:42.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:01:52.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:02:02.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:02:12.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:02:22.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:02:31.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:02:42.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:03:12.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:03:22.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:03:32.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:03:42.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:03:52.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:04:02.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:04:12.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:04:22.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:04:32.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:04:52.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:05:02.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:05:12.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:05:22.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:05:32.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:05:42.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:05:52.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:06:02.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:06:12.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:06:32.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:06:42.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:06:52.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:07:02.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:07:12.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:07:23.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:07:33.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:07:42.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:07:52.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:08:02.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:08:12.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:08:23.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:08:33.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:08:42.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:08:52.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:09:02.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:09:12.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:09:33.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:09:42.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:09:52.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:10:02.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:10:13.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:10:23.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:10:33.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:10:52.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:11:02.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:11:13.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:11:23.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:11:33.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:11:42.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:11:52.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:12:02.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:12:13.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:12:23.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:12:33.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:12:42.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:13:02.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:13:13.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:13:23.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:13:33.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:13:42.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:13:52.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:14:02.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:14:13.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:14:23.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:14:43.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:14:52.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:15:03.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:15:13.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:15:23.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:15:33.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:15:43.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:15:52.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:16:03.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:16:13.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:16:23.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:16:33.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:16:43.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:16:52.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:17:03.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:17:13.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:17:23.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:17:43.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:17:52.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:18:03.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:18:13.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:18:23.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:18:33.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:18:43.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:18:52.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:19:03.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:19:13.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:19:33.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:19:43.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:19:53.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:20:03.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:20:13.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:20:23.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:20:33.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:20:43.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:21:03.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:21:23.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:21:33.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:21:43.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:21:54.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:22:03.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:22:13.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:22:33.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:22:43.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:22:54.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:23:03.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:23:13.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:23:23.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:23:33.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:23:43.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:23:54.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:24:03.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:24:13.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:24:23.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:24:33.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:24:44.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:24:54.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:25:03.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:25:13.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:25:23.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:25:33.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:25:44.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:25:54.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:26:03.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:26:23.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:26:34.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:26:44.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:26:54.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:27:03.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:27:23.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:27:33.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:27:44.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:27:54.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:28:04.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:28:13.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:28:23.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:28:34.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:28:44.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:28:54.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:29:13.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:29:23.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:29:34.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:29:44.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:29:54.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:30:04.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:30:13.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:30:23.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:30:34.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:30:44.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:30:54.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:31:04.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:31:13.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:31:23.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:31:34.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:31:44.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:31:54.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:32:04.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:32:13.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:32:23.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:32:34.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:32:44.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:32:54.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:33:04.000Z,"[72.945488,19.20126]",Point
2022-09-25T20:33:13.000Z,"[72.945503,19.201254]",Point
2022-09-25T20:33:23.000Z,"[72.945488,19.201235]",Point
2022-09-25T20:33:34.000Z,"[72.945488,19.201235]",Point
2022-09-25T20:33:44.000Z,"[72.945488,19.201235]",Point
2022-09-25T20:33:54.000Z,"[72.945488,19.201235]",Point
2022-09-25T20:34:13.000Z,"[72.945488,19.201235]",Point
2022-09-25T20:34:24.000Z,"[72.945488,19.201235]",Point
2022-09-25T20:34:34.000Z,"[72.945488,19.201235]",Point
2022-09-25T20:34:44.000Z,"[72.945488,19.201235]",Point
2022-09-25T20:34:54.000Z,"[72.945488,19.201235]",Point
2022-09-25T20:35:04.000Z,"[72.945488,19.201235]",Point
2022-09-25T20:35:14.000Z,"[72.945488,19.201235]",Point
2022-09-25T20:35:24.000Z,"[72.945488,19.201235]",Point
2022-09-25T20:35:34.000Z,"[72.94561,19.201265]",Point
2022-09-25T20:35:44.000Z,"[72.945732,19.201464]",Point
2022-09-25T20:35:54.000Z,"[72.945892,19.201626]",Point
2022-09-25T20:36:05.000Z,"[72.946053,19.201775]",Point
2022-09-25T20:36:24.000Z,"[72.946365,19.201759]",Point
2022-09-25T20:36:34.000Z,"[72.946587,19.201683]",Point
2022-09-25T20:36:44.000Z,"[72.946785,19.201635]",Point
2022-09-25T20:36:54.000Z,"[72.947006,19.201586]",Point
2022-09-25T20:37:04.000Z,"[72.94722,19.201504]",Point
2022-09-25T20:37:14.000Z,"[72.947456,19.201435]",Point
2022-09-25T20:37:24.000Z,"[72.947746,19.201353]",Point
2022-09-25T20:37:34.000Z,"[72.948074,19.201279]",Point
2022-09-25T20:37:45.000Z,"[72.948318,19.201214]",Point
2022-09-25T20:37:54.000Z,"[72.948494,19.201155]",Point
2022-09-25T20:38:04.000Z,"[72.948799,19.201096]",Point
2022-09-25T20:38:14.000Z,"[72.949043,19.201033]",Point
2022-09-25T20:38:25.000Z,"[72.94931,19.200987]",Point
2022-09-25T20:38:35.000Z,"[72.949585,19.200941]",Point
2022-09-25T20:38:44.000Z,"[72.949966,19.200834]",Point
2022-09-25T20:38:54.000Z,"[72.95031,19.200798]",Point
2022-09-25T20:39:05.000Z,"[72.95076,19.200787]",Point
2022-09-25T20:39:14.000Z,"[72.951073,19.200768]",Point
2022-09-25T20:39:24.000Z,"[72.951431,19.200666]",Point
2022-09-25T20:39:44.000Z,"[72.952347,19.200665]",Point
2022-09-25T20:39:54.000Z,"[72.952744,19.200638]",Point
2022-09-25T20:40:05.000Z,"[72.953316,19.200571]",Point
2022-09-25T20:40:35.000Z,"[72.953651,19.201382]",Point
2022-09-25T20:40:54.000Z,"[72.953697,19.202059]",Point
2022-09-25T20:41:15.000Z,"[72.953735,19.202585]",Point
2022-09-25T20:41:34.000Z,"[72.953896,19.20318]",Point
2022-09-25T20:41:55.000Z,"[72.954071,19.203688]",Point
2022-09-25T20:42:05.000Z,"[72.954102,19.20373]",Point
2022-09-25T20:42:35.000Z,"[72.954758,19.203997]",Point
2022-09-25T20:42:44.000Z,"[72.95517,19.203709]",Point
2022-09-25T20:43:05.000Z,"[72.956139,19.203012]",Point
2022-09-25T20:43:14.000Z,"[72.95649,19.202768]",Point
2022-09-25T20:43:35.000Z,"[72.957428,19.202127]",Point
2022-09-25T20:43:44.000Z,"[72.957748,19.201973]",Point
2022-09-25T20:43:54.000Z,"[72.957932,19.201952]",Point
2022-09-25T20:44:15.000Z,"[72.958374,19.201942]",Point
2022-09-25T20:44:34.000Z,"[72.958923,19.201782]",Point
2022-09-25T20:44:45.000Z,"[72.959358,19.20159]",Point
2022-09-25T20:44:55.000Z,"[72.95974,19.201412]",Point
2022-09-25T20:45:15.000Z,"[72.960503,19.201017]",Point
2022-09-25T20:45:34.000Z,"[72.961021,19.200752]",Point
2022-09-25T20:45:45.000Z,"[72.961311,19.200638]",Point
2022-09-25T20:45:55.000Z,"[72.961647,19.200525]",Point
2022-09-25T20:46:05.000Z,"[72.961952,19.200348]",Point
2022-09-25T20:46:14.000Z,"[72.962234,19.200195]",Point
2022-09-25T20:46:25.000Z,"[72.962395,19.200155]",Point
2022-09-25T20:46:35.000Z,"[72.962624,19.200066]",Point
2022-09-25T20:49:05.000Z,"[72.967827,19.197853]",Point
2022-09-25T20:49:15.000Z,"[72.96785,19.197809]",Point
2022-09-25T20:49:25.000Z,"[72.967773,19.197685]",Point
2022-09-25T20:49:35.000Z,"[72.967606,19.197428]",Point
2022-09-25T20:49:46.000Z,"[72.9674,19.197084]",Point
2022-09-25T20:49:55.000Z,"[72.967247,19.196693]",Point
2022-09-25T20:50:05.000Z,"[72.967056,19.196274]",Point
2022-09-25T20:50:16.000Z,"[72.966965,19.195848]",Point
2022-09-25T20:50:45.000Z,"[72.966805,19.194986]",Point
2022-09-25T20:50:56.000Z,"[72.966766,19.194712]",Point
2022-09-25T20:51:05.000Z,"[72.966728,19.194563]",Point
2022-09-25T20:51:25.000Z,"[72.966713,19.194527]",Point
2022-09-25T20:51:35.000Z,"[72.966682,19.194263]",Point
2022-09-25T20:51:46.000Z,"[72.966698,19.19392]",Point
2022-09-25T20:51:55.000Z,"[72.966774,19.193766]",Point
2022-09-25T20:52:05.000Z,"[72.967125,19.193647]",Point
2022-09-25T20:52:15.000Z,"[72.967316,19.193514]",Point
2022-09-25T20:52:26.000Z,"[72.96756,19.193407]",Point
2022-09-25T20:52:45.000Z,"[72.967979,19.193111]",Point
2022-09-25T20:52:55.000Z,"[72.968254,19.192858]",Point
2022-09-25T20:53:06.000Z,"[72.968567,19.192562]",Point
2022-09-25T20:53:35.000Z,"[72.96862,19.191801]",Point
2022-09-25T20:53:45.000Z,"[72.968338,19.191668]",Point
2022-09-25T20:54:05.000Z,"[72.968079,19.191545]",Point
2022-09-25T20:54:26.000Z,"[72.967766,19.190886]",Point
2022-09-25T20:54:35.000Z,"[72.96772,19.190472]",Point
2022-09-25T20:55:05.000Z,"[72.967621,19.188988]",Point
2022-09-25T20:55:26.000Z,"[72.967598,19.188282]",Point
2022-09-25T20:55:36.000Z,"[72.967514,19.187937]",Point
2022-09-25T20:55:45.000Z,"[72.967674,19.187635]",Point
2022-09-25T20:55:56.000Z,"[72.968056,19.187508]",Point
2022-09-25T20:56:06.000Z,"[72.968353,19.187403]",Point
2022-09-25T20:56:25.000Z,"[72.968697,19.187313]",Point
2022-09-25T20:56:36.000Z,"[72.969063,19.187267]",Point
2022-09-25T20:56:46.000Z,"[72.969345,19.18718]",Point
2022-09-25T20:57:05.000Z,"[72.969894,19.187124]",Point
2022-09-25T20:57:16.000Z,"[72.970352,19.187122]",Point
2022-09-25T20:57:26.000Z,"[72.970711,19.187195]",Point
2022-09-25T20:57:35.000Z,"[72.970955,19.187355]",Point
2022-09-25T20:57:56.000Z,"[72.971672,19.1877]",Point
2022-09-25T20:58:15.000Z,"[72.972382,19.18784]",Point
2022-09-25T20:58:36.000Z,"[72.972733,19.187864]",Point
2022-09-25T20:58:46.000Z,"[72.973076,19.18786]",Point
2022-09-25T20:58:56.000Z,"[72.973434,19.18787]",Point
2022-09-25T20:59:06.000Z,"[72.973625,19.18782]",Point
2022-09-25T20:59:16.000Z,"[72.973915,19.187904]",Point
2022-09-25T20:59:26.000Z,"[72.974243,19.187981]",Point
2022-09-25T20:59:56.000Z,"[72.974464,19.188679]",Point
2022-09-25T21:00:16.000Z,"[72.975121,19.189184]",Point
2022-09-25T21:00:36.000Z,"[72.975723,19.189302]",Point
2022-09-25T21:00:55.000Z,"[72.975929,19.189068]",Point
2022-09-25T21:01:06.000Z,"[72.975777,19.188686]",Point
2022-09-25T21:01:16.000Z,"[72.975693,19.188305]",Point
2022-09-25T21:01:26.000Z,"[72.975769,19.188053]",Point
2022-09-25T21:01:35.000Z,"[72.975975,19.187876]",Point
2022-09-25T21:01:46.000Z,"[72.976273,19.187838]",Point
2022-09-25T21:01:56.000Z,"[72.976616,19.187828]",Point
2022-09-25T21:02:06.000Z,"[72.976875,19.187773]",Point
2022-09-25T21:02:16.000Z,"[72.977005,19.187677]",Point
2022-09-25T21:02:26.000Z,"[72.977013,19.187527]",Point
2022-09-25T21:02:36.000Z,"[72.976967,19.187403]",Point
2022-09-25T21:02:46.000Z,"[72.976913,19.187372]",Point
2022-09-25T21:02:56.000Z,"[72.976906,19.187334]",Point
2022-09-25T21:03:06.000Z,"[72.976883,19.187233]",Point
2022-09-25T21:03:16.000Z,"[72.976883,19.187181]",Point
2022-09-25T21:03:26.000Z,"[72.976898,19.187122]",Point
2022-09-25T21:03:36.000Z,"[72.976906,19.187077]",Point
2022-09-25T21:03:46.000Z,"[72.976913,19.187023]",Point
2022-09-25T21:03:56.000Z,"[72.976852,19.186934]",Point
2022-09-25T21:04:07.000Z,"[72.976723,19.186871]",Point
2022-09-25T21:04:16.000Z,"[72.976486,19.186806]",Point
2022-09-25T21:04:26.000Z,"[72.976303,19.186813]",Point
2022-09-25T21:04:36.000Z,"[72.976196,19.186808]",Point
2022-09-25T21:04:46.000Z,"[72.976067,19.186752]",Point
2022-09-25T21:04:57.000Z,"[72.975853,19.186785]",Point
2022-09-25T21:05:06.000Z,"[72.975723,19.186867]",Point
2022-09-25T21:05:16.000Z,"[72.975708,19.186872]",Point
2022-09-25T21:05:26.000Z,"[72.975708,19.186872]",Point
2022-09-25T21:05:36.000Z,"[72.975594,19.186909]",Point
2022-09-25T21:05:46.000Z,"[72.975594,19.186909]",Point
2022-09-25T21:05:57.000Z,"[72.975555,19.186956]",Point
2022-09-25T21:06:16.000Z,"[72.975426,19.187183]",Point
2022-09-25T21:06:26.000Z,"[72.975563,19.187469]",Point
2022-09-25T21:06:37.000Z,"[72.9757,19.187958]",Point
2022-09-25T21:06:46.000Z,"[72.9758,19.188442]",Point
2022-09-25T21:07:07.000Z,"[72.976028,19.189581]",Point
2022-09-25T21:07:16.000Z,"[72.97612,19.190067]",Point
2022-09-25T21:07:27.000Z,"[72.976227,19.190605]",Point
2022-09-25T21:07:36.000Z,"[72.976295,19.191063]",Point
2022-09-25T21:07:46.000Z,"[72.97641,19.191582]",Point
2022-09-25T21:08:06.000Z,"[72.976578,19.192575]",Point
2022-09-25T21:08:27.000Z,"[72.97673,19.193542]",Point
2022-09-25T21:08:46.000Z,"[72.976784,19.194008]",Point
2022-09-25T21:08:57.000Z,"[72.976784,19.194008]",Point
2022-09-25T21:09:07.000Z,"[72.976807,19.194048]",Point
2022-09-25T21:09:17.000Z,"[72.976799,19.194073]",Point
2022-09-25T21:09:26.000Z,"[72.976799,19.194113]",Point
2022-09-25T21:09:36.000Z,"[72.976791,19.194138]",Point
2022-09-25T21:09:46.000Z,"[72.976791,19.194138]",Point
2022-09-25T21:09:57.000Z,"[72.976791,19.194138]",Point
2022-09-25T21:10:07.000Z,"[72.976791,19.194138]",Point
2022-09-25T21:10:17.000Z,"[72.976791,19.194138]",Point
2022-09-25T21:10:26.000Z,"[72.976791,19.194138]",Point
2022-09-25T21:10:36.000Z,"[72.976822,19.194233]",Point
