geometry,geometry1,longitude,latitude,highway,name,operator,position,public_transport,ref,route_direction,route_num
Feature,Point,72.9522643,19.2837186,bus_stop,Bhaindar Pada,Thane Municipal Transport,1,platform,1,0,53
Feature,Point,72.9554085,19.2810085,bus_stop,Poshmata Mandir,Thane Municipal Transport,2,platform,2,0,53
Feature,Point,72.9592466,19.2758187,bus_stop,Shri Ram Hospital,Thane Municipal Transport,3,platform,3,0,53
Feature,Point,72.9605585,19.2744101,bus_stop,Ovala Gaon,Thane Municipal Transport,4,platform,4,0,53
Feature,Point,72.9636395,19.2719832,bus_stop,Garib Nagar,Thane Municipal Transport,5,platform,5,0,53
Feature,Point,72.9655639,19.2696965,bus_stop,Vadvali Naka,Thane Municipal Transport,6,platform,6,0,53
Feature,Point,72.966885,19.2669712,bus_stop,Sainath Nagar,Thane Municipal Transport,7,platform,7,0,53
Feature,Point,72.9677706,19.2648226,bus_stop,Anand Nagar,Thane Municipal Transport,8,platform,8,0,53
Feature,Point,72.968529,19.2628694,bus_stop,Muchhala College,Thane Municipal Transport,9,platform,9,0,53
Feature,Point,72.9699404,19.2594185,bus_stop,Vijay Garden,Thane Municipal Transport,10,platform,10,0,53
Feature,Point,72.9708717,19.2572802,bus_stop,Panchamrit,Thane Municipal Transport,11,platform,11,0,53
Feature,Point,72.9725657,19.2528982,bus_stop,Wagh Bill Naka,Thane Municipal Transport,12,platform,12,0,53
Feature,Point,72.9733919,19.2510265,bus_stop,Dongri Pada,Thane Municipal Transport,13,platform,13,0,53
Feature,Point,72.9755733,19.2475834,bus_stop,Patli Pada,Thane Municipal Transport,14,platform,14,0,53
Feature,Point,72.9759681,19.2420902,bus_stop,Azad Nagar Naka,Thane Municipal Transport,15,platform,15,0,53
Feature,Point,72.97581,19.2393198,bus_stop,Mulla Bagh,Thane Municipal Transport,16,platform,16,0,53
Feature,Point,72.9762931,19.2352799,bus_stop,Manpada,Thane Municipal Transport,17,platform,17,0,53
Feature,Point,72.9768709,19.2301874,bus_stop,Lokim Company/ R Mall,Thane Municipal Transport,18,platform,18,0,53
Feature,Point,72.9776278,19.2239178,bus_stop,Tattvagyan Vidyapeeth,Thane Municipal Transport,19,platform,19,0,53
Feature,Point,72.9779974,19.2207952,bus_stop,Kapurbawdi,Thane Municipal Transport,20,platform,20,0,53
Feature,Point,72.978135,19.2157388,bus_stop,Ashapura Mandir / Majiwada Naka,Thane Municipal Transport,21,platform,21,0,53
Feature,Point,72.9725174,19.2076682,bus_stop,Flower Valley,Thane Municipal Transport,22,platform,22,0,53
Feature,Point,72.9707751,19.2060586,bus_stop,Jupiter Hospital,Thane Municipal Transport,23,platform,23,0,53
Feature,Point,72.9687213,19.2040422,bus_stop,Cadbury Junction,Thane Municipal Transport,24,platform,24,0,53
Feature,Point,72.9634323,19.1988457,bus_stop,Nitin Company,Thane Municipal Transport,25,platform,25,0,53
Feature,Point,72.9626334,19.1956093,bus_stop,Louiswadi,Thane Municipal Transport,26,platform,26,0,53
Feature,Point,72.9637202,19.18864,bus_stop,Highway Darshan,Thane Municipal Transport,27,platform,27,0,53
Feature,Point,72.9644665,19.1890253,bus_stop,Forest Office,Thane Municipal Transport,28,platform,28,0,53
Feature,Point,72.9674372,19.191445,bus_stop,Hari Nivas,Thane Municipal Transport,29,platform,29,0,53
Feature,Point,72.968646,19.1873711,bus_stop,Ice Factory,Thane Municipal Transport,30,platform,30,0,53
Feature,Point,72.9717405,19.1876806,bus_stop,A.K. Joshi Vidyalaya,Thane Municipal Transport,31,platform,31,0,53
Feature,Point,72.9746832,19.1887829,bus_stop,Gaondevi,Thane Municipal Transport,32,platform,32,0,53
Feature,Point,72.976106,19.186713,bus_stop,Thane Station West SATIS,Thane Municipal Transport,33,platform,33,0,53
Feature,Point,72.961098,19.214507,bus_stop,Shastri Nagar,Thane Municipal Transport,1,platform,204,0,8
Feature,Point,72.959249,19.213635,bus_stop,Shastri Nagar Naka,Thane Municipal Transport,2,platform,205,0,8
Feature,Point,72.96036,19.212208,bus_stop,Building No. 3,Thane Municipal Transport,3,platform,206,0,8
Feature,Point,72.961594,19.210604,bus_stop,Vartak Nagar Naka,Thane Municipal Transport,4,platform,207,0,8
Feature,Point,72.965105,19.20746,bus_stop,Raymond,Thane Municipal Transport,5,platform,208,0,8
Feature,Point,72.967132,19.205685,bus_stop,Cadbury Junction 2,Thane Municipal Transport,6,platform,209,0,8
Feature,Point,72.968672,19.204062,bus_stop,Cadbury Junction,Thane Municipal Transport,7,platform,210,0,8
Feature,Point,72.967174,19.202622,bus_stop,Sidheswar Talav,Thane Municipal Transport,8,platform,211,0,8
Feature,Point,72.964698,19.20024,bus_stop,Sambhaji Nagar,Thane Municipal Transport,9,platform,212,0,8
Feature,Point,72.963457,19.198847,bus_stop,Nitin Company,Thane Municipal Transport,10,platform,213,0,8
Feature,Point,72.962631,19.195841,bus_stop,Louiswadi,Thane Municipal Transport,11,platform,214,0,8
Feature,Point,72.963048,19.192875,bus_stop,Murfi Company,Thane Municipal Transport,12,platform,215,0,8
Feature,Point,72.96366,19.189455,bus_stop,Teen Hath Naka,Thane Municipal Transport,13,platform,216,0,8
Feature,Point,72.965048,19.187983,bus_stop,Income Tax Office,Thane Municipal Transport,14,platform,217,0,8
Feature,Point,72.966892,19.187589,bus_stop,Malhar Cinema,Thane Municipal Transport,15,platform,218,0,8
Feature,Point,72.968558,19.187368,bus_stop,Ice Factory,Thane Municipal Transport,16,platform,219,0,8
Feature,Point,72.971389,19.187541,bus_stop,A.K. Joshi Vidyalaya,Thane Municipal Transport,17,platform,220,0,8
Feature,Point,72.9736598,19.1878637,bus_stop,Gaondevi,Thane Municipal Transport,18,platform,221,0,8
Feature,Point,72.976106,19.186713,bus_stop,Thane Station West SATIS,Thane Municipal Transport,19,platform,222,0,8
Feature,Point,72.9571275,19.1737091,bus_stop,Mulund Station (W),Thane Municipal Transport,1,platform,2522,0,104
Feature,Point,72.9505954,19.1787414,bus_stop,Gyan Sarita,Thane Municipal Transport,2,platform,2523,0,104
Feature,Point,72.9452706,19.1792006,bus_stop,Kamgar Hospital,Thane Municipal Transport,3,platform,2524,0,104
Feature,Point,72.9502413,19.1834741,bus_stop,Santoshi Mata Temple,Thane Municipal Transport,4,platform,2525,0,104
Feature,Point,72.9580211,19.1857251,bus_stop,Mulund Check Naka,Thane Municipal Transport,5,platform,2526,0,104
Feature,Point,72.9551377,19.187406,bus_stop,Automatic Company,Thane Municipal Transport,6,platform,2258,0,104
Feature,Point,72.9552464,19.1910993,bus_stop,M.I.D.C,Thane Municipal Transport,7,platform,2527,0,104
Feature,Point,72.953864,19.1933758,bus_stop,Road No 16,Thane Municipal Transport,8,platform,2528,0,104
Feature,Point,72.9516703,19.1943166,bus_stop,MTNL,Thane Municipal Transport,9,platform,2529,0,104
Feature,Point,72.9495774,19.1945316,bus_stop,Road No 22,Thane Municipal Transport,10,platform,2530,0,104
Feature,Point,72.9453144,19.1950826,bus_stop,Road No 27,Thane Municipal Transport,11,platform,2531,0,104
Feature,Point,72.9431341,19.1953599,bus_stop,ITI Thane,Thane Municipal Transport,12,platform,2532,0,104
Feature,Point,72.9459006,19.2015921,bus_stop,Wagle Agar,Thane Municipal Transport,13,platform,2533,0,104
Feature,Point,72.9459009,19.2015925,bus_stop,Wagle Agar,Thane Municipal Transport,1,platform,2534,1,104
Feature,Point,72.9491911,19.2007714,bus_stop,Sathe Nagar,Thane Municipal Transport,2,platform,2535,1,104
Feature,Point,72.9492237,19.1988516,bus_stop,Passport Office,Thane Municipal Transport,3,platform,2536,1,104
Feature,Point,72.9430932,19.1955294,bus_stop,ITI Thane,Thane Municipal Transport,4,platform,2537,1,104
Feature,Point,72.9453411,19.1952359,bus_stop,Road No 27,Thane Municipal Transport,5,platform,2538,1,104
Feature,Point,72.9497658,19.1947265,bus_stop,Road No 22,Thane Municipal Transport,6,platform,2539,1,104
Feature,Point,72.9537724,19.1937063,bus_stop,Road No 16,Thane Municipal Transport,7,platform,2540,1,104
Feature,Point,72.9554525,19.1911635,bus_stop,M.I.D.C,Thane Municipal Transport,8,platform,2541,1,104
Feature,Point,72.9553859,19.1877049,bus_stop,Automatic Company,Thane Municipal Transport,9,platform,2542,1,104
Feature,Point,72.9566804,19.1858524,bus_stop,Mulund Check Naka,Thane Municipal Transport,10,platform,2543,1,104
Feature,Point,72.9543665,19.1842828,bus_stop,Mulund,Thane Municipal Transport,11,platform,2544,1,104
Feature,Point,72.9502494,19.1833434,bus_stop,Santoshi Mata Temple,Thane Municipal Transport,12,platform,2545,1,104
Feature,Point,72.9457091,19.179617,bus_stop,Kamgar Hospital,Thane Municipal Transport,13,platform,2546,1,104
Feature,Point,72.9505489,19.1786076,bus_stop,Gyan Sarita,Thane Municipal Transport,14,platform,2547,1,104
Feature,Point,72.9527894,19.1754957,bus_stop,Pach Rasta Devidayal,Thane Municipal Transport,15,platform,2548,1,104
Feature,Point,72.9580466,19.1738399,bus_stop,Mulund Station (W),Thane Municipal Transport,16,platform,2549,1,104
Feature,Point,72.8575557,19.229678,bus_stop,Borivali Station (East),Thane Municipal Transport,1,platform,2550,,127
Feature,Point,72.8625051,19.2313587,bus_stop,Omkareshwar Mandir,Thane Municipal Transport,2,platform,2551,,127
Feature,Point,72.8644934,19.2246222,bus_stop,Devipada,Thane Municipal Transport,3,platform,2552,,127
Feature,Point,72.8669956,19.2173648,bus_stop,Magathane Depot / Magathane Telephone Exchange,Thane Municipal Transport,4,platform,2553,,127
Feature,Point,72.8686428,19.2115636,bus_stop,Dattani Park,Thane Municipal Transport,5,platform,2554,,127
Feature,Point,72.8611173,19.1991328,bus_stop,Bandongri,Thane Municipal Transport,6,platform,2555,,127
Feature,Point,72.8585293,19.1880237,bus_stop,Dindoshi Police Station,Thane Municipal Transport,7,platform,2556,,127
Feature,Point,72.858521,19.1847257,bus_stop,Kurar Village,Thane Municipal Transport,8,platform,2557,,127
Feature,Point,72.8586909,19.1793917,bus_stop,Pathan Wadi,Thane Municipal Transport,9,platform,2558,,127
Feature,Point,72.8592514,19.1706406,bus_stop,Virwani Estate /Sarvoday Nagar,Thane Municipal Transport,10,platform,2559,,127
Feature,Point,72.8588838,19.1670834,bus_stop,Goregaon Check Naka,Thane Municipal Transport,11,platform,2560,,127
Feature,Point,72.8572354,19.1545332,bus_stop,Vanrai / Mhada Colony,Thane Municipal Transport,12,platform,2561,,127
Feature,Point,72.8553088,19.1345304,bus_stop,Ismail Yusuf College,Thane Municipal Transport,13,platform,2562,,127
Feature,Point,72.8554895,19.1296125,bus_stop,Shankarwadi,Thane Municipal Transport,14,platform,2563,,127
Feature,Point,72.8561814,19.1211263,bus_stop,Gundavali,Thane Municipal Transport,15,platform,2564,,127
Feature,Point,72.8546346,19.1126253,bus_stop,Bisleri Signal Andheri Station Highway,Thane Municipal Transport,16,platform,2565,,127
Feature,Point,72.8540603,19.1053657,bus_stop,Hanuman Road,Thane Municipal Transport,17,platform,2566,,127
Feature,Point,72.8543848,19.0998096,bus_stop,Sambhaji Nagar,Thane Municipal Transport,18,platform,2567,,127
Feature,Point,72.8464878,19.0918642,bus_stop,Vile Parle Sub Way,Thane Municipal Transport,19,platform,2568,,127
Feature,Point,72.8441532,19.0904685,bus_stop,Milan Sub Way,Thane Municipal Transport,20,platform,2569,,127
Feature,Point,72.8469125,19.0682136,bus_stop,Teachers Colony,Thane Municipal Transport,21,platform,2570,,127
Feature,Point,72.8470218,19.0534919,bus_stop,Kalanagar Highway,Thane Municipal Transport,22,platform,2571,,127
Feature,Point,72.851061,19.055448,bus_stop,M.M.R.T,Thane Municipal Transport,23,platform,2572,,127
Feature,Point,72.854229,19.057579,bus_stop,BKC,Thane Municipal Transport,24,platform,2573,,127
Feature,Point,72.8542294,19.057579,bus_stop,BKC,Thane Municipal Transport,1,platform,2574,,127
Feature,Point,72.851061,19.0554483,bus_stop,M.M.R.T,Thane Municipal Transport,2,platform,2575,,127
Feature,Point,72.8467723,19.0532543,bus_stop,Kalanagar Highway,Thane Municipal Transport,3,platform,2576,,127
Feature,Point,72.8465026,19.0679229,bus_stop,Teachers Colony,Thane Municipal Transport,4,platform,2577,,127
Feature,Point,72.8435537,19.0900414,bus_stop,Milan Sub Way,Thane Municipal Transport,5,platform,2578,,127
Feature,Point,72.8457928,19.0920139,bus_stop,Vile Parle Sub Way,Thane Municipal Transport,6,platform,2579,,127
Feature,Point,72.854006,19.0998391,bus_stop,Sambhaji Nagar,Thane Municipal Transport,7,platform,2580,,127
Feature,Point,72.8536455,19.1051671,bus_stop,Hanuman Road,Thane Municipal Transport,8,platform,2581,,127
Feature,Point,72.8544128,19.1129689,bus_stop,Bisleri Signal Andheri Station Highway,Thane Municipal Transport,9,platform,2582,,127
Feature,Point,72.8556345,19.1205272,bus_stop,Gundavali,Thane Municipal Transport,10,platform,2583,,127
Feature,Point,72.8550416,19.1286017,bus_stop,Shankarwadi,Thane Municipal Transport,11,platform,2584,,127
Feature,Point,72.8548448,19.1352193,bus_stop,Ismail Yusuf College,Thane Municipal Transport,12,platform,2585,,127
Feature,Point,72.8564448,19.1541606,bus_stop,Vanrai / Mhada Colony,Thane Municipal Transport,13,platform,2586,,127
Feature,Point,72.8582117,19.1656378,bus_stop,Goregaon Check Naka,Thane Municipal Transport,14,platform,2587,,127
Feature,Point,72.8589061,19.1712172,bus_stop,Virwani Estate /Sarvoday Nagar,Thane Municipal Transport,15,platform,2588,,127
Feature,Point,72.8582764,19.1817627,bus_stop,Pathan Wadi,Thane Municipal Transport,16,platform,2589,,127
Feature,Point,72.8582793,19.1844958,bus_stop,Kurar Village,Thane Municipal Transport,17,platform,2590,,127
Feature,Point,72.8581902,19.189613,bus_stop,Dindoshi Police Station,Thane Municipal Transport,18,platform,2591,,127
Feature,Point,72.8608615,19.1993015,bus_stop,Bandongri,Thane Municipal Transport,19,platform,2592,,127
Feature,Point,72.8683089,19.2114151,bus_stop,Dattani Park,Thane Municipal Transport,20,platform,2593,,127
Feature,Point,72.8654933,19.2204414,bus_stop,Magathane Depot / Magathane Telephone Exchange,Thane Municipal Transport,21,platform,2594,,127
Feature,Point,72.8636392,19.2258743,bus_stop,Devipada,Thane Municipal Transport,22,platform,2595,,127
Feature,Point,72.8625826,19.2312694,bus_stop,Omkareshwar Mandir,Thane Municipal Transport,23,platform,2596,,127
Feature,Point,72.857554,19.2296793,bus_stop,Borivali Station (East),Thane Municipal Transport,24,platform,2597,,127
Feature,Point,72.9827472,19.2084085,bus_stop,Vrindavan Society,Thane Municipal Transport,1,platform,2598,1,120
Feature,Point,72.9821521,19.206008,bus_stop,Rabodi,Thane Municipal Transport,2,platform,2599,1,120
Feature,Point,72.9802916,19.2060648,bus_stop,Shrirang Society,Thane Municipal Transport,3,platform,2600,1,120
Feature,Point,72.9780849,19.2050459,bus_stop,Desai Bangla,Thane Municipal Transport,4,platform,2601,1,120
Feature,Point,72.9772874,19.2041235,bus_stop,Kolbad,Thane Municipal Transport,5,platform,2602,1,120
Feature,Point,72.9763482,19.2026303,bus_stop,Bramhala Talav / Manorpada,Thane Municipal Transport,6,platform,2603,1,120
Feature,Point,72.9732847,19.2006273,bus_stop,Khopat S.T. Workshop,Thane Municipal Transport,7,platform,2604,1,120
Feature,Point,72.9718237,19.1984368,bus_stop,Makhamali Talav,Thane Municipal Transport,8,platform,2605,1,120
Feature,Point,72.9705431,19.1941978,bus_stop,Vandana Cinema,Thane Municipal Transport,9,platform,2606,1,120
Feature,Point,72.9679452,19.1912493,bus_stop,Hari Niwas,Thane Municipal Transport,10,platform,2607,1,120
Feature,Point,72.9677067,19.1889896,bus_stop,Shahu Maharaj Market,Thane Municipal Transport,11,platform,2608,1,120
Feature,Point,72.9669849,19.1874548,bus_stop,Malhar Cinema,Thane Municipal Transport,12,platform,2609,1,120
Feature,Point,72.9646375,19.1880605,bus_stop,Income Tax Office,Thane Municipal Transport,13,platform,2610,1,120
Feature,Point,72.9627422,19.18772,bus_stop,Teen Hath Naka,Thane Municipal Transport,14,platform,2611,1,120
Feature,Point,72.961395,19.186772,bus_stop,Johnson Company,Thane Municipal Transport,15,platform,2612,1,120
Feature,Point,72.9580218,19.1857475,bus_stop,Kashish Park,Thane Municipal Transport,16,platform,2613,1,120
Feature,Point,72.9565974,19.1855354,bus_stop,Mulund Check Naka (Narpoli),Thane Municipal Transport,17,platform,2614,1,120
Feature,Point,72.9543667,19.1842948,bus_stop,Mulund Check Naka,Thane Municipal Transport,18,platform,2615,1,120
Feature,Point,72.9502486,19.1833373,bus_stop,Santoshi Mata Mandir,Thane Municipal Transport,19,platform,2616,1,120
Feature,Point,72.9457001,19.1796177,bus_stop,Kamagar Hospital Mulund,Thane Municipal Transport,20,platform,2617,1,120
Feature,Point,72.9505962,19.1787327,bus_stop,Gyan Sarita Sada,Thane Municipal Transport,21,platform,2618,1,120
Feature,Point,72.9527892,19.1754848,bus_stop,Pach Rasta Devidayal Road,Thane Municipal Transport,22,platform,2619,1,120
Feature,Point,72.9544274,19.1740445,bus_stop,Mulund Station (W),Thane Municipal Transport,23,platform,2620,1,120
Feature,Point,72.9619243,19.173877,bus_stop,Gavanpada,Thane Municipal Transport,24,platform,2621,1,120
Feature,Point,72.9566451,19.1627376,bus_stop,Kelkar College,Thane Municipal Transport,25,platform,2622,1,120
Feature,Point,72.9565986,19.1629088,bus_stop,Kelkar College,Thane Municipal Transport,1,platform,2623,0,120
Feature,Point,72.9617801,19.1735074,bus_stop,Gavanpada,Thane Municipal Transport,2,platform,2624,0,120
Feature,Point,72.9580283,19.1738434,bus_stop,Mulund Station (W),Thane Municipal Transport,3,platform,2625,0,120
Feature,Point,72.9505623,19.1786126,bus_stop,Gyan Sarita Sada,Thane Municipal Transport,4,platform,2626,0,120
Feature,Point,72.945282,19.1792013,bus_stop,Kamagar Hospital Mulund,Thane Municipal Transport,5,platform,2627,0,120
Feature,Point,72.9483388,19.1833227,bus_stop,Santoshi Mata Mandir,Thane Municipal Transport,6,platform,2628,0,120
Feature,Point,72.9538687,19.1843026,bus_stop,Mulund Check Naka,Thane Municipal Transport,7,platform,2629,0,120
Feature,Point,72.9566814,19.1858247,bus_stop,Mulund Check Naka (Narpoli),Thane Municipal Transport,8,platform,2630,0,120
Feature,Point,72.9581617,19.1859712,bus_stop,Kashish Park,Thane Municipal Transport,9,platform,2631,0,120
Feature,Point,72.9610798,19.1869124,bus_stop,Johnson Company,Thane Municipal Transport,10,platform,2632,0,120
Feature,Point,72.9625635,19.1879274,bus_stop,Teen Hath Naka,Thane Municipal Transport,11,platform,2633,0,120
Feature,Point,72.9649304,19.1880117,bus_stop,Income Tax Office,Thane Municipal Transport,12,platform,2634,0,120
Feature,Point,72.9669844,19.1874507,bus_stop,Malhar Cinema,Thane Municipal Transport,13,platform,2635,0,120
Feature,Point,72.9675387,19.1886663,bus_stop,Shahu Maharaj Market,Thane Municipal Transport,14,platform,2636,0,120
Feature,Point,72.9677019,19.1904622,bus_stop,Hari Niwas,Thane Municipal Transport,15,platform,2637,0,120
Feature,Point,72.9704407,19.1943875,bus_stop,Vandana Cinema,Thane Municipal Transport,16,platform,2638,0,120
Feature,Point,72.9717165,19.1984534,bus_stop,Makhamali Talav,Thane Municipal Transport,17,platform,2639,0,120
Feature,Point,72.9732944,19.2007652,bus_stop,Khopat S.T. Workshop,Thane Municipal Transport,18,platform,2640,0,120
Feature,Point,72.9760037,19.2025532,bus_stop,Bramhala Talav / Manorpada,Thane Municipal Transport,19,platform,2641,0,120
Feature,Point,72.9771686,19.2040666,bus_stop,Kolbad,Thane Municipal Transport,20,platform,2642,0,120
Feature,Point,72.9779881,19.2051835,bus_stop,Desai Bangla,Thane Municipal Transport,21,platform,2643,0,120
Feature,Point,72.9801308,19.2061429,bus_stop,Shrirang Society,Thane Municipal Transport,22,platform,2644,0,120
Feature,Point,72.9821983,19.2060224,bus_stop,Rabodi,Thane Municipal Transport,23,platform,2645,0,120
Feature,Point,72.9827489,19.2084111,bus_stop,Vrindavan Society,Thane Municipal Transport,24,platform,2646,0,120
Feature,Point,72.9793363,19.1886542,bus_stop,Chendani Koliwada,Thane Municipal Transport,1,platform,2647,1,81
Feature,Point,72.9805364,19.1915527,bus_stop,Dadoji Konddev Stadium,Thane Municipal Transport,2,platform,2648,1,81
Feature,Point,72.9825617,19.1939553,bus_stop,Mahagiri Koliwada,Thane Municipal Transport,3,platform,2649,1,81
Feature,Point,72.9832125,19.1973598,bus_stop,Kanhaji Agrh Chowk,Thane Municipal Transport,4,platform,2650,1,81
Feature,Point,72.9873957,19.195837,bus_stop,Kalwa Naka,Thane Municipal Transport,5,platform,2651,1,81
Feature,Point,72.9907932,19.1968393,bus_stop,Manisha Nagar,Thane Municipal Transport,6,platform,2652,1,81
Feature,Point,72.993812,19.1980648,bus_stop,Sahyadri Society,Thane Municipal Transport,7,platform,2653,1,81
Feature,Point,72.9953163,19.1988238,bus_stop,Sukur Park,Thane Municipal Transport,8,platform,2654,1,81
Feature,Point,72.9986344,19.2004717,bus_stop,Datta Wadi,Thane Municipal Transport,9,platform,2655,1,81
Feature,Point,73.0013584,19.2018128,bus_stop,Kharegaon Naka,Thane Municipal Transport,10,platform,2656,1,81
Feature,Point,73.0059072,19.2036346,bus_stop,Prem Nagar,Thane Municipal Transport,11,platform,2657,1,81
Feature,Point,73.0070132,19.2048986,bus_stop,Raj Park,Thane Municipal Transport,12,platform,2658,1,81
Feature,Point,73.0083236,19.2057774,bus_stop,Parsik Nagar,Thane Municipal Transport,13,platform,2659,1,81
Feature,Point,73.0097658,19.2066985,bus_stop,Vastu Anand,Thane Municipal Transport,14,platform,2660,1,81
Feature,Point,73.0117378,19.2081026,bus_stop,Subhash Tower,Thane Municipal Transport,15,platform,2661,1,81
Feature,Point,73.0128203,19.2089625,bus_stop,Amrut Angan,Thane Municipal Transport,16,platform,1515,1,81
Feature,Point,73.0138441,19.2095106,bus_stop,Sainath Nagar,Thane Municipal Transport,17,platform,2662,1,81
Feature,Point,73.0157023,19.2106192,bus_stop,Reti Bunder Circle,Thane Municipal Transport,18,platform,2663,1,81
Feature,Point,73.0165693,19.2100284,bus_stop,Reti Bunder Circle,Thane Municipal Transport,1,platform,2664,0,81
Feature,Point,73.0132486,19.2090455,bus_stop,Sainath Nagar,Thane Municipal Transport,2,platform,2665,0,81
Feature,Point,73.0114712,19.2076782,bus_stop,Subhash Tower,Thane Municipal Transport,3,platform,2666,0,81
Feature,Point,73.00974,19.2064771,bus_stop,Vastu Anand,Thane Municipal Transport,4,platform,2667,0,81
Feature,Point,73.00857,19.2057264,bus_stop,Parsik Nagar,Thane Municipal Transport,5,platform,2668,0,81
Feature,Point,73.0073343,19.2049847,bus_stop,Raj Park,Thane Municipal Transport,6,platform,2669,0,81
Feature,Point,73.0058755,19.2034801,bus_stop,Prem Nagar,Thane Municipal Transport,7,platform,2670,0,81
Feature,Point,73.0016864,19.2018326,bus_stop,Kharegaon Naka,Thane Municipal Transport,8,platform,2671,0,81
Feature,Point,72.9990837,19.2004966,bus_stop,Datta Wadi,Thane Municipal Transport,9,platform,2672,0,81
Feature,Point,72.995352,19.1986771,bus_stop,Sukur Park,Thane Municipal Transport,10,platform,2673,0,81
Feature,Point,72.9935873,19.1977866,bus_stop,Sahyadri Society,Thane Municipal Transport,11,platform,2674,0,81
Feature,Point,72.99172,19.1970023,bus_stop,Manisha Nagar,Thane Municipal Transport,12,platform,2675,0,81
Feature,Point,72.987394,19.1958369,bus_stop,Kalwa Naka,Thane Municipal Transport,13,platform,2676,0,81
Feature,Point,72.9831186,19.1971908,bus_stop,Kanhaji Agrh Chowk,Thane Municipal Transport,14,platform,2677,0,81
Feature,Point,72.9827401,19.1941138,bus_stop,Mahagiri Koliwada,Thane Municipal Transport,15,platform,2678,0,81
Feature,Point,72.9807927,19.1919447,bus_stop,Dadoji Konddev Stadium,Thane Municipal Transport,16,platform,2679,0,81
Feature,Point,72.9798204,19.1878661,bus_stop,Chendani Koliwada,Thane Municipal Transport,17,platform,2680,0,81
Feature,Point,72.9935889,19.1977758,bus_stop,Sahyadri Society,Thane Municipal Transport,1,platform,2681,1,38
Feature,Point,72.9917222,19.1969913,bus_stop,Manisha Nagar,Thane Municipal Transport,2,platform,2682,1,38
Feature,Point,72.9873989,19.1958357,bus_stop,Kalwa Naka,Thane Municipal Transport,3,platform,2683,1,38
Feature,Point,72.9831181,19.1971796,bus_stop,Kanhaji Agrh Chowk,Thane Municipal Transport,4,platform,2684,1,38
Feature,Point,72.9812301,19.1988955,bus_stop,R.T.O Thane,Thane Municipal Transport,5,platform,2685,1,38
Feature,Point,72.9799618,19.1979204,bus_stop,Central Maidan,Thane Municipal Transport,6,platform,2686,1,38
Feature,Point,72.9785371,19.1970289,bus_stop,Court Naka,Thane Municipal Transport,7,platform,2687,1,38
Feature,Point,72.9778986,19.1946205,bus_stop,Jambhali Naka,Thane Municipal Transport,8,platform,2688,1,38
Feature,Point,72.976918,19.1905214,bus_stop,Prabhat Cinema,Thane Municipal Transport,9,platform,2689,1,38
Feature,Point,72.9772115,19.1871391,bus_stop,Thane Station West SATIS,Thane Municipal Transport,10,platform,2690,1,38
Feature,Point,72.977211,19.1871379,bus_stop,Thane Station West SATIS,Thane Municipal Transport,1,platform,2693,0,38
Feature,Point,72.9767113,19.1937996,bus_stop,Jambhali Naka,Thane Municipal Transport,2,platform,2694,0,38
Feature,Point,72.9772445,19.1971028,bus_stop,Court Naka,Thane Municipal Transport,3,platform,2695,0,38
Feature,Point,72.9788233,19.1990737,bus_stop,Civil Hospital,Thane Municipal Transport,4,platform,2696,0,38
Feature,Point,72.9812884,19.1990875,bus_stop,R.T.O Thane,Thane Municipal Transport,5,platform,2697,0,38
Feature,Point,72.9832139,19.1973595,bus_stop,Kanhaji Agrh Chowk,Thane Municipal Transport,6,platform,2698,0,38
Feature,Point,72.9875938,19.1964163,bus_stop,Kalwa Naka,Thane Municipal Transport,7,platform,2699,0,38
Feature,Point,72.9907896,19.1968489,bus_stop,Manisha Nagar,Thane Municipal Transport,8,platform,2700,0,38
Feature,Point,72.9938122,19.1980717,bus_stop,Sahyadri Society,Thane Municipal Transport,9,platform,2701,0,38
Feature,Point,72.976106,19.186713,bus_stop,Thane Station West SATIS,Thane Municipal Transport,1,platform,223,1,16
Feature,Point,72.9767479,19.1939163,bus_stop,Talao Pali,Thane Municipal Transport,2,platform,224,1,16
Feature,Point,72.977248,19.196937,bus_stop,Tembhi Naka / Court Naka,Thane Municipal Transport,3,platform,225,1,16
Feature,Point,72.977478,19.199017,bus_stop,Civil Hospital,Thane Municipal Transport,4,platform,226,1,16
Feature,Point,72.975575,19.200687,bus_stop,New Shakti Mill / Ambedkar Road,Thane Municipal Transport,5,platform,227,1,16
Feature,Point,72.9721107,19.2030293,bus_stop,Khopat,Thane Municipal Transport,6,platform,228,1,16
Feature,Point,72.969842,19.204147,bus_stop,Pujani Estate,Thane Municipal Transport,7,platform,229,1,16
Feature,Point,72.9671407,19.2054235,bus_stop,Cadbury Company,Thane Municipal Transport,8,platform,230,1,16
Feature,Point,72.964142,19.208022,bus_stop,J K Gram,Thane Municipal Transport,9,platform,231,1,16
Feature,Point,72.9618257,19.2100203,bus_stop,Vartak Nagar Naka,Thane Municipal Transport,10,platform,232,1,16
Feature,Point,72.960175,19.212158,bus_stop,Building No 3,Thane Municipal Transport,11,platform,233,1,16
Feature,Point,72.959075,19.213467,bus_stop,S T Juna Thamba / Shastri Nagar,Thane Municipal Transport,12,platform,234,1,16
Feature,Point,72.957842,19.214933,bus_stop,Devdaya Nagar,Thane Municipal Transport,13,platform,235,1,16
Feature,Point,72.956302,19.2157169,bus_stop,Shivai Nagar,Thane Municipal Transport,14,platform,236,1,16
