geometry,geometry1,longitude,latitude,highway,name,operator,position,public_transport,ref,route_direction,route_num
Feature,Point,72.9799692,19.2178614,bus_stop,Kapurbawdi,Thane Municipal Transport,11,platform,862,1,98
Feature,Point,72.981041,19.2180548,bus_stop,Chhabhaiya Park,Thane Municipal Transport,12,platform,863,1,98
Feature,Point,72.9833925,19.218524,bus_stop,Yashaswi Nagar,Thane Municipal Transport,13,platform,864,1,98
Feature,Point,72.9844013,19.2191437,bus_stop,Yashaswi Nagar Pipeline,Thane Municipal Transport,14,platform,865,1,98
Feature,Point,72.9822602,19.2222873,bus_stop,Highland Park,Thane Municipal Transport,15,platform,866,1,98
Feature,Point,72.9806152,19.2255203,bus_stop,Shruti Park,Thane Municipal Transport,16,platform,867,1,98
Feature,Point,72.9804105,19.227185,bus_stop,Dhokali Naka,Thane Municipal Transport,17,platform,868,1,98
Feature,Point,72.982248,19.2283821,bus_stop,Kavyadhara / Siddheshwar Garden,Thane Municipal Transport,18,platform,869,1,98
Feature,Point,72.9841972,19.2296112,bus_stop,Wellman Company,Thane Municipal Transport,19,platform,870,1,98
Feature,Point,72.9860621,19.2311459,bus_stop,Bayer Main Gate,Thane Municipal Transport,20,platform,871,1,98
Feature,Point,72.9877036,19.2334149,bus_stop,Sandoz Baug,Thane Municipal Transport,21,platform,872,1,98
Feature,Point,72.9885199,19.2349187,bus_stop,Novartis,Thane Municipal Transport,22,platform,873,1,98
Feature,Point,72.9897829,19.2372265,bus_stop,Boringer,Thane Municipal Transport,23,platform,874,1,98
Feature,Point,72.9908056,19.2391095,bus_stop,Kolshet Gaon,Thane Municipal Transport,24,platform,875,1,98
Feature,Point,72.9919759,19.240434,bus_stop,Air Force Station Kolshet,Thane Municipal Transport,25,platform,876,1,98
Feature,Point,72.9962996,19.2440654,bus_stop,Kolshet Trichapada,Thane Municipal Transport,26,platform,877,1,98
Feature,Point,72.976106,19.186713,bus_stop,Thane Station West SATIS,Thane Municipal Transport,1,platform,690,1,56A
Feature,Point,72.9717258,19.1876087,bus_stop,A K Joshi,Thane Municipal Transport,2,platform,878,1,56A
Feature,Point,72.9674797,19.1883877,bus_stop,Shaumarket,Thane Municipal Transport,3,platform,879,1,56A
Feature,Point,72.9676948,19.1904625,bus_stop,Harinivas,Thane Municipal Transport,4,platform,880,1,56A
Feature,Point,72.9704405,19.1943869,bus_stop,Vandna Cinema,Thane Municipal Transport,5,platform,881,1,56A
Feature,Point,72.9717156,19.1984526,bus_stop,Mkhamali Talav,Thane Municipal Transport,6,platform,882,1,56A
Feature,Point,72.9733052,19.2007796,bus_stop,St Work Shop,Thane Municipal Transport,7,platform,883,1,56A
Feature,Point,72.9760092,19.2025701,bus_stop,Bramhla Talav/ Mnorpada,Thane Municipal Transport,8,platform,884,1,56A
Feature,Point,72.9771677,19.2040656,bus_stop,Kolbad,Thane Municipal Transport,9,platform,885,1,56A
Feature,Point,72.9771831,19.2073099,bus_stop,Castel Mil,Thane Municipal Transport,10,platform,886,1,56A
Feature,Point,72.9770214,19.2093518,bus_stop,Gokulngar,Thane Municipal Transport,11,platform,887,1,56A
Feature,Point,72.9771252,19.2108322,bus_stop,Muktaingar,Thane Municipal Transport,12,platform,888,1,56A
Feature,Point,72.9773401,19.2144868,bus_stop,Majiwada Naka,Thane Municipal Transport,13,platform,889,1,56A
Feature,Point,72.9777859,19.2162552,bus_stop,Aashapura Mndir,Thane Municipal Transport,14,platform,890,1,56A
Feature,Point,72.9775217,19.2210919,bus_stop,Kapurbavdi,Thane Municipal Transport,15,platform,891,1,56A
Feature,Point,72.9773092,19.2234475,bus_stop,Vidyapith,Thane Municipal Transport,16,platform,892,1,56A
Feature,Point,72.9765499,19.2298509,bus_stop,Lockim / R Mall,Thane Municipal Transport,17,platform,893,1,56A
Feature,Point,72.9758922,19.2349977,bus_stop,Manpada,Thane Municipal Transport,18,platform,894,1,56A
Feature,Point,72.9726103,19.2362974,bus_stop,Sahayog Soc,Thane Municipal Transport,19,platform,895,1,56A
Feature,Point,72.9702695,19.2364931,bus_stop,Dharmveer Ngar / Happy Valley,Thane Municipal Transport,20,platform,896,1,56A
Feature,Point,72.9702808,19.2320547,bus_stop,Khevra Cercal,Thane Municipal Transport,21,platform,897,1,56A
Feature,Point,72.9677063,19.2328841,bus_stop,Garden Est.,Thane Municipal Transport,22,platform,898,1,56A
Feature,Point,72.9653875,19.2336588,bus_stop,Koknipada,Thane Municipal Transport,23,platform,899,1,56A
Feature,Point,72.9662198,19.2350213,bus_stop,Hill Garden,Thane Municipal Transport,24,platform,900,1,56A
Feature,Point,72.9658835,19.2370454,bus_stop,Tikujiniwadi,Thane Municipal Transport,25,platform,901,1,56A
Feature,Point,72.9658822,19.2370451,bus_stop,Tikujiniwadi,Thane Municipal Transport,1,platform,902,0,56A
Feature,Point,72.9660459,19.2347026,bus_stop,Hill Garden,Thane Municipal Transport,2,platform,903,0,56A
Feature,Point,72.9657345,19.233616,bus_stop,Koknipada,Thane Municipal Transport,3,platform,904,0,56A
Feature,Point,72.9677871,19.2330334,bus_stop,Garden Est.,Thane Municipal Transport,4,platform,905,0,56A
Feature,Point,72.9697749,19.2325898,bus_stop,Khevra Cercal,Thane Municipal Transport,5,platform,906,0,56A
Feature,Point,72.9702312,19.2366206,bus_stop,Dharmveer Ngar / Happy Valley,Thane Municipal Transport,6,platform,907,0,56A
Feature,Point,72.9727656,19.2364135,bus_stop,Sahayog Soc,Thane Municipal Transport,7,platform,908,0,56A
Feature,Point,72.9763056,19.2352849,bus_stop,Manpada,Thane Municipal Transport,8,platform,909,0,56A
Feature,Point,72.9768782,19.230196,bus_stop,Lockim / R Mall,Thane Municipal Transport,9,platform,910,0,56A
Feature,Point,72.9776154,19.2239249,bus_stop,Vidyapith,Thane Municipal Transport,10,platform,911,0,56A
Feature,Point,72.9779878,19.2208021,bus_stop,Kapurbavdi,Thane Municipal Transport,11,platform,912,0,56A
Feature,Point,72.9781557,19.2157381,bus_stop,Aashapura Mndir,Thane Municipal Transport,12,platform,913,0,56A
Feature,Point,72.9779939,19.2143162,bus_stop,Majiwada Naka,Thane Municipal Transport,13,platform,914,0,56A
Feature,Point,72.9772714,19.2105743,bus_stop,Muktaingar,Thane Municipal Transport,14,platform,915,0,56A
Feature,Point,72.977135,19.2088869,bus_stop,Gokulngar,Thane Municipal Transport,15,platform,916,0,56A
Feature,Point,72.9774895,19.2071034,bus_stop,Ambika Yogkutir,Thane Municipal Transport,16,platform,917,0,56A
Feature,Point,72.9773097,19.2041224,bus_stop,Kolbad,Thane Municipal Transport,17,platform,918,0,56A
Feature,Point,72.9763367,19.2026165,bus_stop,Bramhla Talav/ Mnorpada,Thane Municipal Transport,18,platform,919,0,56A
Feature,Point,72.9732858,19.2006011,bus_stop,St Work Shop,Thane Municipal Transport,19,platform,920,0,56A
Feature,Point,72.9718472,19.1984375,bus_stop,Mkhamali Talav,Thane Municipal Transport,20,platform,921,0,56A
Feature,Point,72.9705386,19.194198,bus_stop,Vandna Cinema,Thane Municipal Transport,21,platform,922,0,56A
Feature,Point,72.9679535,19.1912479,bus_stop,Harinivas,Thane Municipal Transport,22,platform,923,0,56A
Feature,Point,72.9686439,19.1873668,bus_stop,Ice Factory,Thane Municipal Transport,23,platform,924,0,56A
Feature,Point,72.9717434,19.1876851,bus_stop,A K Joshi,Thane Municipal Transport,24,platform,925,0,56A
Feature,Point,72.9746802,19.1887765,bus_stop,Gavdevi Mandir Thane (w),Thane Municipal Transport,25,platform,926,0,56A
Feature,Point,72.976106,19.186713,bus_stop,Thane Station West Satis,Thane Municipal Transport,26,platform,927,0,56A
Feature,Point,72.976106,19.186713,bus_stop,Thane Station West Satis,Thane Municipal Transport,1,platform,928,1,45
Feature,Point,72.9767102,19.1937981,bus_stop,Talavpali,Thane Municipal Transport,2,platform,929,1,45
Feature,Point,72.9772446,19.1971022,bus_stop,TebhiNaka,Thane Municipal Transport,3,platform,930,1,45
Feature,Point,72.9779594,19.1991436,bus_stop,Civil Hospital,Thane Municipal Transport,4,platform,931,1,45
Feature,Point,72.9793,19.2012526,bus_stop,Police Line,Thane Municipal Transport,5,platform,932,1,45
Feature,Point,72.9787172,19.2034267,bus_stop,Holly Cross,Thane Municipal Transport,6,platform,933,1,45
Feature,Point,72.9771841,19.2073086,bus_stop,Castel Mil,Thane Municipal Transport,7,platform,934,1,45
Feature,Point,72.9770209,19.209352,bus_stop,Gokulngar,Thane Municipal Transport,8,platform,935,1,45
Feature,Point,72.9771259,19.2108316,bus_stop,Muktaingar,Thane Municipal Transport,9,platform,936,1,45
Feature,Point,72.9841095,19.2109469,bus_stop,Majiwada,Thane Municipal Transport,10,platform,937,1,45
Feature,Point,72.9883514,19.2099075,bus_stop,Lodha / Rustamji,Thane Municipal Transport,11,platform,938,1,45
Feature,Point,72.9945497,19.2090989,bus_stop,Saket Phata,Thane Municipal Transport,12,platform,939,1,45
Feature,Point,72.9920409,19.2062074,bus_stop,Saket Complex,Thane Municipal Transport,13,platform,940,1,45
Feature,Point,72.9908185,19.2165359,bus_stop,Balkum Pada No 3,Thane Municipal Transport,14,platform,941,1,45
Feature,Point,72.9911824,19.2178351,bus_stop,Highland Haven,Thane Municipal Transport,15,platform,942,1,45
Feature,Point,72.9911224,19.2176534,bus_stop,Highland Haven,Thane Municipal Transport,1,platform,943,0,45
Feature,Point,72.9908359,19.2167813,bus_stop,Balkum Pada No 3,Thane Municipal Transport,2,platform,944,0,45
Feature,Point,72.9924429,19.2064711,bus_stop,Saket Complex,Thane Municipal Transport,3,platform,945,0,45
Feature,Point,72.9945553,19.2092928,bus_stop,Saket Phata,Thane Municipal Transport,4,platform,946,0,45
Feature,Point,72.988353,19.2096701,bus_stop,Lodha / Rustamji,Thane Municipal Transport,5,platform,947,0,45
Feature,Point,72.9841019,19.2108414,bus_stop,Majiwada,Thane Municipal Transport,6,platform,948,0,45
Feature,Point,72.9772712,19.2105724,bus_stop,Muktaingar,Thane Municipal Transport,7,platform,949,0,45
Feature,Point,72.9771263,19.2088866,bus_stop,Gokulngar,Thane Municipal Transport,8,platform,950,0,45
Feature,Point,72.9774929,19.2070986,bus_stop,Ambika Yogkutir,Thane Municipal Transport,9,platform,951,0,45
Feature,Point,72.9782006,19.2046578,bus_stop,Abhiruchi,Thane Municipal Transport,10,platform,952,0,45
Feature,Point,72.9795588,19.2011575,bus_stop,Police Line,Thane Municipal Transport,11,platform,953,0,45
Feature,Point,72.9799712,19.1979202,bus_stop,Central Maidan,Thane Municipal Transport,12,platform,954,0,45
Feature,Point,72.9785366,19.1970487,bus_stop,Court Naka,Thane Municipal Transport,13,platform,955,0,45
Feature,Point,72.97791,19.19457,bus_stop,Jablinaka,Thane Municipal Transport,14,platform,956,0,45
Feature,Point,72.9769143,19.1905203,bus_stop,Prabhat Cinema,Thane Municipal Transport,15,platform,957,0,45
Feature,Point,72.976106,19.186713,bus_stop,Thane Station West Satis,Thane Municipal Transport,16,platform,958,0,45
Feature,Point,72.9663185,19.2290432,bus_stop,Pawar Nagar,Thane Municipal Transport,1,platform,959,0,110
Feature,Point,72.9698658,19.2280432,bus_stop,Hiranandani Meadows,Thane Municipal Transport,2,platform,960,0,110
Feature,Point,72.97004,19.221815,bus_stop,Vasant Vihar,Thane Municipal Transport,3,platform,961,0,110
Feature,Point,72.9703675,19.2180517,bus_stop,Gandhi Nagar,Thane Municipal Transport,4,platform,962,0,110
Feature,Point,72.9582681,19.2215134,bus_stop,Kokanipada,Thane Municipal Transport,5,platform,963,0,110
Feature,Point,72.958787,19.2249413,bus_stop,Gawand Baug,Thane Municipal Transport,6,platform,964,0,110
Feature,Point,72.954467,19.2212284,bus_stop,Upvan Talav,Thane Municipal Transport,7,platform,965,0,110
Feature,Point,72.9528202,19.2186953,bus_stop,Bhu Kendra,Thane Municipal Transport,8,platform,966,0,110
Feature,Point,72.9535495,19.2179639,bus_stop,Khandelwal Estate,Thane Municipal Transport,9,platform,967,0,110
Feature,Point,72.95427,19.2173965,bus_stop,Shivai Nagar,Thane Municipal Transport,10,platform,968,0,110
Feature,Point,72.9583317,19.2149198,bus_stop,Devdaya Nagar,Thane Municipal Transport,11,platform,969,0,110
Feature,Point,72.959165,19.2137323,bus_stop,Shastri Nagar,Thane Municipal Transport,12,platform,970,0,110
Feature,Point,72.960252,19.2122823,bus_stop,Building No 3,Thane Municipal Transport,13,platform,971,0,110
Feature,Point,72.9616015,19.210603,bus_stop,Vartak Nagar Naka,Thane Municipal Transport,14,platform,972,0,110
Feature,Point,72.9641601,19.2079761,bus_stop,Raymond,Thane Municipal Transport,15,platform,973,0,110
Feature,Point,72.9614283,19.20921,bus_stop,Kores Nakshtra,Thane Municipal Transport,16,platform,974,0,110
Feature,Point,72.9587337,19.2081016,bus_stop,Runwal Plaza,Thane Municipal Transport,17,platform,975,0,110
Feature,Point,72.9569281,19.2070135,bus_stop,Aai Mata Mandir,Thane Municipal Transport,18,platform,1190,0,110
Feature,Point,72.9546475,19.2075186,bus_stop,Yashodhan Nagar,Thane Municipal Transport,19,platform,977,0,110
Feature,Point,72.9543695,19.2065195,bus_stop,Sawarkar Nagar,Thane Municipal Transport,20,platform,978,0,110
Feature,Point,72.954056,19.2052093,bus_stop,Kamgar Hospital,Thane Municipal Transport,21,platform,979,0,110
Feature,Point,72.9537333,19.2020498,bus_stop,Jai Bhawani Nagar,Thane Municipal Transport,22,platform,980,0,110
Feature,Point,72.9540044,19.2000853,bus_stop,Agriculture,Thane Municipal Transport,23,platform,981,0,110
Feature,Point,72.9556919,19.1977729,bus_stop,Ambika Nagar,Thane Municipal Transport,24,platform,982,0,110
Feature,Point,72.955001,19.196039,bus_stop,Bradma Compound,Thane Municipal Transport,25,platform,983,0,110
Feature,Point,72.9537917,19.1937152,bus_stop,Road No 16,Thane Municipal Transport,26,platform,984,0,110
Feature,Point,72.9554416,19.1911617,bus_stop,M.I.D.C,Thane Municipal Transport,27,platform,985,0,110
Feature,Point,72.9553784,19.1877043,bus_stop,Automatic Company,Thane Municipal Transport,28,platform,986,0,110
Feature,Point,72.9543667,19.1842931,bus_stop,Mulund Check Naka,Thane Municipal Transport,29,platform,987,0,110
Feature,Point,72.9484251,19.1831283,bus_stop,Santoshi Mata Mandir,Thane Municipal Transport,30,platform,988,0,110
Feature,Point,72.9457037,19.1796175,bus_stop,Kamgar Hospital Mulund,Thane Municipal Transport,31,platform,989,0,110
Feature,Point,72.9496648,19.1782995,bus_stop,Ambaji Dham,Thane Municipal Transport,32,platform,990,0,110
Feature,Point,72.951926,19.176288,bus_stop,Pach Rasta Devidayal Road,Thane Municipal Transport,33,platform,991,0,110
Feature,Point,72.9580465,19.173839,bus_stop,Mulund Station (W),Thane Municipal Transport,34,platform,992,0,110
Feature,Point,72.9759615,19.2589294,bus_stop,Bhoomi Acres,Thane Municipal Transport,1,platform,93,0,52
Feature,Point,72.9782186,19.2575023,bus_stop,Hirandani Garden,Thane Municipal Transport,2,platform,94,0,52
Feature,Point,72.9796214,19.2565462,bus_stop,Standford Society,Thane Municipal Transport,3,platform,95,0,52
Feature,Point,72.9819981,19.2543689,bus_stop,Forest Avenue,Thane Municipal Transport,4,platform,96,0,52
Feature,Point,72.9805176,19.2516809,bus_stop,Leonard,Thane Municipal Transport,5,platform,97,0,52
Feature,Point,72.9795093,19.24968,bus_stop,Shree Maa Bal Niketan,Thane Municipal Transport,6,platform,98,0,52
Feature,Point,72.979033,19.2480256,bus_stop,Rutu Tower,Thane Municipal Transport,7,platform,99,0,52
Feature,Point,72.9823514,19.2455248,bus_stop,Atriya Society,Thane Municipal Transport,8,platform,100,0,52
Feature,Point,72.9829367,19.2433775,bus_stop,Swastik Park,Thane Municipal Transport,9,platform,101,0,52
Feature,Point,72.9815742,19.2411138,bus_stop,Brahmand Phase 4,Thane Municipal Transport,10,platform,102,0,52
Feature,Point,72.980674,19.239456,bus_stop,Azad Nagar,Thane Municipal Transport,11,platform,103,0,52
Feature,Point,72.9774641,19.2403489,bus_stop,St. Xaviers School,Thane Municipal Transport,12,platform,104,0,52
Feature,Point,72.9759196,19.2410252,bus_stop,Azad Nagar Naka,Thane Municipal Transport,13,platform,105,0,52
Feature,Point,72.9758102,19.2393223,bus_stop,Mulla Bagh,Thane Municipal Transport,14,platform,106,0,52
Feature,Point,72.9762976,19.2352803,bus_stop,Manpada,Thane Municipal Transport,15,platform,107,0,52
Feature,Point,72.9768706,19.2301819,bus_stop,Lokim Company / R Mall,Thane Municipal Transport,16,platform,108,0,52
Feature,Point,72.9776272,19.223915,bus_stop,Tattvagyan Vidyapeeth,Thane Municipal Transport,17,platform,109,0,52
Feature,Point,72.9779948,19.220794,bus_stop,Kapurbawdi,Thane Municipal Transport,18,platform,110,0,52
Feature,Point,72.9781512,19.2157296,bus_stop,Ashapura Mandir,Thane Municipal Transport,19,platform,111,0,52
Feature,Point,72.9779967,19.21431,bus_stop,Majiwada,Thane Municipal Transport,20,platform,112,0,52
Feature,Point,72.974594,19.2096913,bus_stop,Siddhivinayak Tower,Thane Municipal Transport,21,platform,113,0,52
Feature,Point,72.9725295,19.207665,bus_stop,Flower Valley,Thane Municipal Transport,22,platform,114,0,52
Feature,Point,72.9687235,19.2040437,bus_stop,Cadbury Junction,Thane Municipal Transport,23,platform,115,0,52
Feature,Point,72.9634253,19.1988432,bus_stop,Nitin Company,Thane Municipal Transport,24,platform,116,0,52
Feature,Point,72.9626327,19.195604,bus_stop,Louiswadi,Thane Municipal Transport,25,platform,117,0,52
Feature,Point,72.9637139,19.1886333,bus_stop,Highway Darshan,Thane Municipal Transport,26,platform,118,0,52
Feature,Point,72.9644645,19.1890256,bus_stop,Forest Office,Thane Municipal Transport,27,platform,119,0,52
Feature,Point,72.9674372,19.1914457,bus_stop,Hari Niwas,Thane Municipal Transport,28,platform,120,0,52
Feature,Point,72.9686441,19.1873695,bus_stop,Ice Factory,Thane Municipal Transport,29,platform,121,0,52
Feature,Point,72.9717368,19.187678,bus_stop,A.K. Joshi Vidyalaya,Thane Municipal Transport,30,platform,122,0,52
Feature,Point,72.9746185,19.1887652,bus_stop,Gaondevi,Thane Municipal Transport,31,platform,123,0,52
Feature,Point,72.976106,19.186713,bus_stop,Thane Station West SATIS,Thane Municipal Transport,32,platform,124,0,52
Feature,Point,72.9580462,19.1738396,bus_stop,Mulund Station (W),Thane Municipal Transport,1,platform,993,1,110
Feature,Point,72.953172,19.176372,bus_stop,Vandana Hotel,Thane Municipal Transport,2,platform,994,1,110
Feature,Point,72.9505563,19.1786105,bus_stop,Dnyan Sarita College,Thane Municipal Transport,3,platform,995,1,110
Feature,Point,72.9452857,19.1791996,bus_stop,Kamgar Hospital Mulund,Thane Municipal Transport,4,platform,996,1,110
Feature,Point,72.9483559,19.1833024,bus_stop,Santoshi Mata Mandir,Thane Municipal Transport,5,platform,997,1,110
Feature,Point,72.9543287,19.1844874,bus_stop,Mulund Check Naka,Thane Municipal Transport,6,platform,998,1,110
Feature,Point,72.9551506,19.1874057,bus_stop,Automatic Company,Thane Municipal Transport,7,platform,999,1,110
Feature,Point,72.9552659,19.1910981,bus_stop,M.I.D.C,Thane Municipal Transport,8,platform,1000,1,110
Feature,Point,72.9538549,19.1933951,bus_stop,Road No 16,Thane Municipal Transport,9,platform,1001,1,110
Feature,Point,72.954597,19.195376,bus_stop,Bradma Compound,Thane Municipal Transport,10,platform,1002,1,110
Feature,Point,72.9557187,19.1975944,bus_stop,Ambika Nagar,Thane Municipal Transport,11,platform,1003,1,110
Feature,Point,72.9537004,19.2025601,bus_stop,Jai Bhawani Nagar,Thane Municipal Transport,12,platform,1004,1,110
Feature,Point,72.954238,19.206178,bus_stop,Sawarkar Nagar,Thane Municipal Transport,13,platform,1005,1,110
Feature,Point,72.9569332,19.2071149,bus_stop,Aai Mata Mandir,Thane Municipal Transport,14,platform,1006,1,110
Feature,Point,72.9579714,19.2079385,bus_stop,Runwal Plaza,Thane Municipal Transport,15,platform,1007,1,110
Feature,Point,72.9612848,19.2093207,bus_stop,Kores Nakshtra,Thane Municipal Transport,16,platform,1008,1,110
Feature,Point,72.9618576,19.2099531,bus_stop,Vartak Nagar Naka,Thane Municipal Transport,17,platform,1009,1,110
Feature,Point,72.9597028,19.2125986,bus_stop,Building No 3,Thane Municipal Transport,18,platform,1010,1,110
Feature,Point,72.9591433,19.2133834,bus_stop,Shastri Nagar,Thane Municipal Transport,19,platform,1011,1,110
Feature,Point,72.9579659,19.2147441,bus_stop,Devdaya Nagar,Thane Municipal Transport,20,platform,1012,1,110
Feature,Point,72.9563031,19.2156669,bus_stop,Shivai Nagar,Thane Municipal Transport,21,platform,1013,1,110
Feature,Point,72.9534712,19.2178392,bus_stop,Khandelwal Estate,Thane Municipal Transport,22,platform,1014,1,110
Feature,Point,72.9527859,19.2185203,bus_stop,Bhu Kendra,Thane Municipal Transport,23,platform,1015,1,110
Feature,Point,72.9536103,19.2205541,bus_stop,Upvan Talav,Thane Municipal Transport,24,platform,1016,1,110
Feature,Point,72.9587008,19.2250817,bus_stop,Gawand Baug,Thane Municipal Transport,25,platform,1017,1,110
Feature,Point,72.9583736,19.2216573,bus_stop,Kokanipada,Thane Municipal Transport,26,platform,1018,1,110
Feature,Point,72.9618243,19.2204076,bus_stop,Bethany Hospital,Thane Municipal Transport,27,platform,1019,1,110
Feature,Point,72.9702769,19.2183398,bus_stop,Gandhi Nagar,Thane Municipal Transport,28,platform,1020,1,110
Feature,Point,72.9701741,19.2202504,bus_stop,Jawahar Nagar,Thane Municipal Transport,29,platform,1021,1,110
Feature,Point,72.9698141,19.221862,bus_stop,Vasant Vihar,Thane Municipal Transport,30,platform,1022,1,110
Feature,Point,72.9696892,19.2246621,bus_stop,Lok Puram,Thane Municipal Transport,31,platform,1023,1,110
Feature,Point,72.9695615,19.2279324,bus_stop,Hiranandani Meadows,Thane Municipal Transport,32,platform,1024,1,110
Feature,Point,72.9661058,19.2288882,bus_stop,Pawar Nagar,Thane Municipal Transport,33,platform,1025,1,110
Feature,Point,72.976106,19.186713,bus_stop,Thane Station West SATIS,Thane Municipal Transport,1,platform,690,,28
Feature,Point,72.9717258,19.1876087,bus_stop,A K Joshi,Thane Municipal Transport,2,platform,878,,28
Feature,Point,72.9674925,19.1883063,bus_stop,Shaumarket,Thane Municipal Transport,3,platform,1027,,28
Feature,Point,72.9676921,19.1904632,bus_stop,Harinivas,Thane Municipal Transport,4,platform,1028,,28
Feature,Point,72.9704391,19.1943872,bus_stop,Vandna Cinema,Thane Municipal Transport,5,platform,1029,,28
Feature,Point,72.9717166,19.1984532,bus_stop,Mkhamali Talav,Thane Municipal Transport,6,platform,1030,,28
Feature,Point,72.97321,19.2004,bus_stop,St Work Shop,Thane Municipal Transport,7,platform,1031,,28
Feature,Point,72.973526,19.2035255,bus_stop,Pratap Cinema,Thane Municipal Transport,8,platform,1032,,28
Feature,Point,72.9742478,19.2058532,bus_stop,Aadrsh Ngar,Thane Municipal Transport,9,platform,1033,,28
Feature,Point,72.9742611,19.2075573,bus_stop,Runwal Nagar,Thane Municipal Transport,10,platform,1034,,28
Feature,Point,72.9743534,19.2075762,bus_stop,Runwal Nagar,Thane Municipal Transport,1,platform,1035,,28
Feature,Point,72.9763724,19.206292,bus_stop,Vikas Complex,Thane Municipal Transport,2,platform,1036,,28
Feature,Point,72.9781962,19.2046664,bus_stop,Abhiruchi,Thane Municipal Transport,3,platform,1037,,28
Feature,Point,72.9795565,19.2011582,bus_stop,Police Line,Thane Municipal Transport,4,platform,1038,,28
Feature,Point,72.9799816,19.1979231,bus_stop,Central Maidan,Thane Municipal Transport,5,platform,1039,,28
Feature,Point,72.9785372,19.1970519,bus_stop,Court Naka,Thane Municipal Transport,6,platform,1040,,28
Feature,Point,72.97791,19.19457,bus_stop,Jablinaka,Thane Municipal Transport,7,platform,956,,28
Feature,Point,72.9769163,19.1905213,bus_stop,Prabhat Cinema,Thane Municipal Transport,8,platform,1041,,28
Feature,Point,72.976106,19.186713,bus_stop,Thane Station West Satis,Thane Municipal Transport,9,platform,1042,,28
Feature,Point,72.859464,19.231475,bus_stop,Borivali Station (East),Thane Municipal Transport,1,platform,1043,0,65
Feature,Point,72.860096,19.231669,bus_stop,Borivali Sukurwadi ST Bus Stop,Thane Municipal Transport,2,platform,1044,0,65
Feature,Point,72.862502,19.231353,bus_stop,Omkareshwar Mandir,Thane Municipal Transport,3,platform,1045,0,65
Feature,Point,72.863267,19.237895,bus_stop,Nency Colony,Thane Municipal Transport,4,platform,1046,0,65
Feature,Point,72.86434,19.244128,bus_stop,Gokul Anand Hotel Borivali East,Thane Municipal Transport,5,platform,1047,0,65
Feature,Point,72.867564,19.251924,bus_stop,Raval Pada,Thane Municipal Transport,6,platform,1048,0,65
Feature,Point,72.871844,19.258617,bus_stop,Dahisar Toll Naka,Thane Municipal Transport,7,platform,1049,0,65
Feature,Point,72.872971,19.261791,bus_stop,Golden Chemicals,Thane Municipal Transport,8,platform,1050,0,65
Feature,Point,72.875355,19.265216,bus_stop,Mahavishnu Mandir Samrat,Thane Municipal Transport,9,platform,1051,0,65
Feature,Point,72.878637,19.26952,bus_stop,Amar Palace,Thane Municipal Transport,10,platform,1052,0,65
Feature,Point,72.88325,19.272816,bus_stop,Kashimira,Thane Municipal Transport,11,platform,1053,0,65
Feature,Point,72.8885,19.276172,bus_stop,Western Hotel,Thane Municipal Transport,12,platform,1054,0,65
Feature,Point,72.893568,19.286969,bus_stop,Ghodbunder Village,Thane Municipal Transport,13,platform,1055,0,65
Feature,Point,72.899491,19.285432,bus_stop,Piyushpani Parshvanath Jain Temple,Thane Municipal Transport,14,platform,1056,0,65
Feature,Point,72.904743,19.284978,bus_stop,Fountain Hotel,Thane Municipal Transport,15,platform,1057,0,65
Feature,Point,72.906389,19.283132,bus_stop,"Shashkiy Vishram Gruh Versova, Ghodbunder",Thane Municipal Transport,16,platform,1058,0,65
Feature,Point,72.916071,19.275651,bus_stop,Chena Bridge,Thane Municipal Transport,17,platform,1059,0,65
Feature,Point,72.922649,19.279034,bus_stop,Kajupada,Thane Municipal Transport,18,platform,1060,0,65
Feature,Point,72.935859,19.285195,bus_stop,Gaimukh,Thane Municipal Transport,19,platform,1061,0,65
Feature,Point,72.940813,19.285655,bus_stop,Jagannath Mahadev Temple,Thane Municipal Transport,20,platform,1062,0,65
Feature,Point,72.947642,19.284426,bus_stop,Imperial Square,Thane Municipal Transport,21,platform,1063,0,65
Feature,Point,72.952262,19.283723,bus_stop,Bhaindar Pada,Thane Municipal Transport,22,platform,1064,0,65
Feature,Point,72.955387,19.280963,bus_stop,Poshmata Mandir,Thane Municipal Transport,23,platform,1065,0,65
Feature,Point,72.957499,19.27767,bus_stop,Trimurti School,Thane Municipal Transport,24,platform,1066,0,65
Feature,Point,72.959109,19.275853,bus_stop,Shri Ram Hospital,Thane Municipal Transport,25,platform,1067,0,65
Feature,Point,72.960517,19.274398,bus_stop,Ovala,Thane Municipal Transport,26,platform,1068,0,65
Feature,Point,72.963636,19.271986,bus_stop,Vedant Hospital Garib Nagar,Thane Municipal Transport,27,platform,1069,0,65
Feature,Point,72.965516,19.269671,bus_stop,Kasarvadavali Naka,Thane Municipal Transport,28,platform,1070,0,65
Feature,Point,72.966867,19.266951,bus_stop,Sainath Nagar,Thane Municipal Transport,29,platform,1071,0,65
Feature,Point,72.967766,19.264797,bus_stop,Anand Nagar,Thane Municipal Transport,30,platform,1072,0,65
Feature,Point,72.968482,19.262863,bus_stop,Muchhala College,Thane Municipal Transport,31,platform,1073,0,65
Feature,Point,72.969919,19.259421,bus_stop,Batata Company,Thane Municipal Transport,32,platform,1074,0,65
Feature,Point,72.970844,19.257239,bus_stop,Panchamrit,Thane Municipal Transport,33,platform,1075,0,65
